"region","civilstånd","ålder","kön","X2019"
"Ekerö","änkor/änklingar","23","män",0
"Ekerö","änkor/änklingar","23","kvinnor",0
"Ekerö","änkor/änklingar","24","män",0
"Ekerö","änkor/änklingar","24","kvinnor",0
"Ekerö","änkor/änklingar","25","män",0
"Ekerö","änkor/änklingar","25","kvinnor",0
"Huddinge","ogifta","12","män",811
"Huddinge","ogifta","12","kvinnor",747
"Huddinge","ogifta","13","män",824
"Huddinge","ogifta","13","kvinnor",772
"Huddinge","ogifta","14","män",779
"Huddinge","ogifta","14","kvinnor",759
"Huddinge","ogifta","15","män",783
"Huddinge","ogifta","15","kvinnor",754
"Huddinge","ogifta","16","män",767
"Huddinge","ogifta","16","kvinnor",723
"Huddinge","ogifta","17","män",687
"Huddinge","ogifta","17","kvinnor",682
"Huddinge","ogifta","18","män",737
"Huddinge","ogifta","18","kvinnor",625
"Huddinge","ogifta","19","män",729
"Huddinge","ogifta","19","kvinnor",662
"Huddinge","ogifta","20","män",671
"Huddinge","ogifta","20","kvinnor",605
"Huddinge","ogifta","21","män",636
"Huddinge","ogifta","21","kvinnor",582
"Huddinge","ogifta","22","män",671
"Huddinge","ogifta","22","kvinnor",587
"Huddinge","ogifta","23","män",643
"Huddinge","ogifta","23","kvinnor",581
"Huddinge","ogifta","24","män",711
"Huddinge","ogifta","24","kvinnor",599
"Huddinge","ogifta","25","män",755
"Huddinge","ogifta","25","kvinnor",577
"Huddinge","gifta","12","män",0
"Huddinge","gifta","12","kvinnor",0
"Huddinge","gifta","13","män",0
"Huddinge","gifta","13","kvinnor",0
"Huddinge","gifta","14","män",0
"Huddinge","gifta","14","kvinnor",0
"Huddinge","gifta","15","män",0
"Huddinge","gifta","15","kvinnor",0
"Huddinge","gifta","16","män",0
"Huddinge","gifta","16","kvinnor",0
"Huddinge","gifta","17","män",0
"Huddinge","gifta","17","kvinnor",0
"Huddinge","gifta","18","män",0
"Huddinge","gifta","18","kvinnor",2
"Huddinge","gifta","19","män",0
"Huddinge","gifta","19","kvinnor",5
"Huddinge","gifta","20","män",1
"Huddinge","gifta","20","kvinnor",13
"Huddinge","gifta","21","män",5
"Huddinge","gifta","21","kvinnor",29
"Huddinge","gifta","22","män",8
"Huddinge","gifta","22","kvinnor",42
"Huddinge","gifta","23","män",12
"Huddinge","gifta","23","kvinnor",75
"Huddinge","gifta","24","män",25
"Huddinge","gifta","24","kvinnor",79
"Huddinge","gifta","25","män",41
"Huddinge","gifta","25","kvinnor",112
"Huddinge","skilda","12","män",0
"Huddinge","skilda","12","kvinnor",0
"Huddinge","skilda","13","män",0
"Huddinge","skilda","13","kvinnor",0
"Huddinge","skilda","14","män",0
"Huddinge","skilda","14","kvinnor",0
"Huddinge","skilda","15","män",0
"Huddinge","skilda","15","kvinnor",0
"Huddinge","skilda","16","män",0
"Huddinge","skilda","16","kvinnor",0
"Huddinge","skilda","17","män",0
"Huddinge","skilda","17","kvinnor",0
"Huddinge","skilda","18","män",0
"Huddinge","skilda","18","kvinnor",0
"Huddinge","skilda","19","män",0
"Huddinge","skilda","19","kvinnor",1
"Huddinge","skilda","20","män",0
"Huddinge","skilda","20","kvinnor",0
"Huddinge","skilda","21","män",0
"Huddinge","skilda","21","kvinnor",1
"Huddinge","skilda","22","män",1
"Huddinge","skilda","22","kvinnor",1
"Huddinge","skilda","23","män",0
"Huddinge","skilda","23","kvinnor",7
"Huddinge","skilda","24","män",2
"Huddinge","skilda","24","kvinnor",6
"Huddinge","skilda","25","män",5
"Huddinge","skilda","25","kvinnor",10
"Huddinge","änkor/änklingar","12","män",0
"Huddinge","änkor/änklingar","12","kvinnor",0
"Huddinge","änkor/änklingar","13","män",0
"Huddinge","änkor/änklingar","13","kvinnor",0
"Huddinge","änkor/änklingar","14","män",0
"Huddinge","änkor/änklingar","14","kvinnor",0
"Huddinge","änkor/änklingar","15","män",0
"Huddinge","änkor/änklingar","15","kvinnor",0
"Huddinge","änkor/änklingar","16","män",0
"Huddinge","änkor/änklingar","16","kvinnor",0
"Huddinge","änkor/änklingar","17","män",0
"Huddinge","änkor/änklingar","17","kvinnor",0
"Huddinge","änkor/änklingar","18","män",0
"Huddinge","änkor/änklingar","18","kvinnor",0
"Huddinge","änkor/änklingar","19","män",0
"Huddinge","änkor/änklingar","19","kvinnor",0
"Huddinge","änkor/änklingar","20","män",0
"Huddinge","änkor/änklingar","20","kvinnor",0
"Huddinge","änkor/änklingar","21","män",0
"Huddinge","änkor/änklingar","21","kvinnor",0
"Huddinge","änkor/änklingar","22","män",0
"Huddinge","änkor/änklingar","22","kvinnor",0
"Huddinge","änkor/änklingar","23","män",0
"Huddinge","änkor/änklingar","23","kvinnor",0
"Huddinge","änkor/änklingar","24","män",0
"Huddinge","änkor/änklingar","24","kvinnor",0
"Huddinge","änkor/änklingar","25","män",0
"Huddinge","änkor/änklingar","25","kvinnor",0
"Botkyrka","ogifta","12","män",638
"Botkyrka","ogifta","12","kvinnor",582
"Botkyrka","ogifta","13","män",634
"Botkyrka","ogifta","13","kvinnor",608
"Botkyrka","ogifta","14","män",610
"Botkyrka","ogifta","14","kvinnor",608
"Botkyrka","ogifta","15","män",649
"Botkyrka","ogifta","15","kvinnor",581
"Botkyrka","ogifta","16","män",659
"Botkyrka","ogifta","16","kvinnor",593
"Botkyrka","ogifta","17","män",603
"Botkyrka","ogifta","17","kvinnor",551
"Botkyrka","ogifta","18","män",603
"Botkyrka","ogifta","18","kvinnor",541
"Botkyrka","ogifta","19","män",622
"Botkyrka","ogifta","19","kvinnor",544
"Botkyrka","ogifta","20","män",626
"Botkyrka","ogifta","20","kvinnor",505
"Botkyrka","ogifta","21","män",620
"Botkyrka","ogifta","21","kvinnor",516
"Botkyrka","ogifta","22","män",587
"Botkyrka","ogifta","22","kvinnor",476
"Botkyrka","ogifta","23","män",616
"Botkyrka","ogifta","23","kvinnor",463
"Botkyrka","ogifta","24","män",643
"Botkyrka","ogifta","24","kvinnor",516
"Botkyrka","ogifta","25","män",624
"Botkyrka","ogifta","25","kvinnor",512
"Botkyrka","gifta","12","män",0
"Botkyrka","gifta","12","kvinnor",0
"Botkyrka","gifta","13","män",0
"Botkyrka","gifta","13","kvinnor",0
"Botkyrka","gifta","14","män",0
"Botkyrka","gifta","14","kvinnor",0
"Botkyrka","gifta","15","män",0
"Botkyrka","gifta","15","kvinnor",0
"Botkyrka","gifta","16","män",0
"Botkyrka","gifta","16","kvinnor",0
"Botkyrka","gifta","17","män",0
"Botkyrka","gifta","17","kvinnor",0
"Botkyrka","gifta","18","män",0
"Botkyrka","gifta","18","kvinnor",0
"Botkyrka","gifta","19","män",0
"Botkyrka","gifta","19","kvinnor",4
"Botkyrka","gifta","20","män",2
"Botkyrka","gifta","20","kvinnor",10
"Botkyrka","gifta","21","män",1
"Botkyrka","gifta","21","kvinnor",30
"Botkyrka","gifta","22","män",13
"Botkyrka","gifta","22","kvinnor",52
"Botkyrka","gifta","23","män",20
"Botkyrka","gifta","23","kvinnor",83
"Botkyrka","gifta","24","män",46
"Botkyrka","gifta","24","kvinnor",109
"Botkyrka","gifta","25","män",63
"Botkyrka","gifta","25","kvinnor",159
"Botkyrka","skilda","12","män",0
"Botkyrka","skilda","12","kvinnor",0
"Botkyrka","skilda","13","män",0
"Botkyrka","skilda","13","kvinnor",0
"Botkyrka","skilda","14","män",0
"Botkyrka","skilda","14","kvinnor",0
"Botkyrka","skilda","15","män",0
"Botkyrka","skilda","15","kvinnor",0
"Botkyrka","skilda","16","män",0
"Botkyrka","skilda","16","kvinnor",0
"Botkyrka","skilda","17","män",0
"Botkyrka","skilda","17","kvinnor",0
"Botkyrka","skilda","18","män",0
"Botkyrka","skilda","18","kvinnor",0
"Botkyrka","skilda","19","män",0
"Botkyrka","skilda","19","kvinnor",0
"Botkyrka","skilda","20","män",0
"Botkyrka","skilda","20","kvinnor",0
"Botkyrka","skilda","21","män",0
"Botkyrka","skilda","21","kvinnor",2
"Botkyrka","skilda","22","män",0
"Botkyrka","skilda","22","kvinnor",4
"Botkyrka","skilda","23","män",1
"Botkyrka","skilda","23","kvinnor",8
"Botkyrka","skilda","24","män",6
"Botkyrka","skilda","24","kvinnor",10
"Botkyrka","skilda","25","män",4
"Botkyrka","skilda","25","kvinnor",10
"Botkyrka","änkor/änklingar","12","män",0
"Botkyrka","änkor/änklingar","12","kvinnor",0
"Botkyrka","änkor/änklingar","13","män",0
"Botkyrka","änkor/änklingar","13","kvinnor",0
"Botkyrka","änkor/änklingar","14","män",0
"Botkyrka","änkor/änklingar","14","kvinnor",0
"Botkyrka","änkor/änklingar","15","män",0
"Botkyrka","änkor/änklingar","15","kvinnor",0
"Botkyrka","änkor/änklingar","16","män",0
"Botkyrka","änkor/änklingar","16","kvinnor",0
"Botkyrka","änkor/änklingar","17","män",0
"Botkyrka","änkor/änklingar","17","kvinnor",0
"Botkyrka","änkor/änklingar","18","män",0
"Botkyrka","änkor/änklingar","18","kvinnor",0
"Botkyrka","änkor/änklingar","19","män",0
"Botkyrka","änkor/änklingar","19","kvinnor",0
"Botkyrka","änkor/änklingar","20","män",0
"Botkyrka","änkor/änklingar","20","kvinnor",0
"Botkyrka","änkor/änklingar","21","män",0
"Botkyrka","änkor/änklingar","21","kvinnor",0
"Botkyrka","änkor/änklingar","22","män",0
"Botkyrka","änkor/änklingar","22","kvinnor",0
"Botkyrka","änkor/änklingar","23","män",0
"Botkyrka","änkor/änklingar","23","kvinnor",1
"Botkyrka","änkor/änklingar","24","män",0
"Botkyrka","änkor/änklingar","24","kvinnor",0
"Botkyrka","änkor/änklingar","25","män",0
"Botkyrka","änkor/änklingar","25","kvinnor",0
"Salem","ogifta","12","män",172
"Salem","ogifta","12","kvinnor",128
"Salem","ogifta","13","män",131
"Salem","ogifta","13","kvinnor",131
"Salem","ogifta","14","män",133
"Salem","ogifta","14","kvinnor",145
"Salem","ogifta","15","män",118
"Salem","ogifta","15","kvinnor",128
"Salem","ogifta","16","män",119
"Salem","ogifta","16","kvinnor",124
"Salem","ogifta","17","män",133
"Salem","ogifta","17","kvinnor",114
"Salem","ogifta","18","män",123
"Salem","ogifta","18","kvinnor",105
"Salem","ogifta","19","män",109
"Salem","ogifta","19","kvinnor",111
"Salem","ogifta","20","män",102
"Salem","ogifta","20","kvinnor",89
"Salem","ogifta","21","män",97
"Salem","ogifta","21","kvinnor",85
"Salem","ogifta","22","män",76
"Salem","ogifta","22","kvinnor",57
"Salem","ogifta","23","män",67
"Salem","ogifta","23","kvinnor",76
"Salem","ogifta","24","män",85
"Salem","ogifta","24","kvinnor",65
"Salem","ogifta","25","män",75
"Salem","ogifta","25","kvinnor",70
"Salem","gifta","12","män",0
"Salem","gifta","12","kvinnor",0
"Salem","gifta","13","män",0
"Salem","gifta","13","kvinnor",0
"Salem","gifta","14","män",0
"Salem","gifta","14","kvinnor",0
"Salem","gifta","15","män",0
"Salem","gifta","15","kvinnor",0
"Salem","gifta","16","män",0
"Salem","gifta","16","kvinnor",0
"Salem","gifta","17","män",0
"Salem","gifta","17","kvinnor",0
"Salem","gifta","18","män",0
"Salem","gifta","18","kvinnor",0
"Salem","gifta","19","män",0
"Salem","gifta","19","kvinnor",0
"Salem","gifta","20","män",0
"Salem","gifta","20","kvinnor",1
"Salem","gifta","21","män",1
"Salem","gifta","21","kvinnor",2
"Salem","gifta","22","män",1
"Salem","gifta","22","kvinnor",5
"Salem","gifta","23","män",2
"Salem","gifta","23","kvinnor",6
"Salem","gifta","24","män",3
"Salem","gifta","24","kvinnor",6
"Salem","gifta","25","män",3
"Salem","gifta","25","kvinnor",10
"Salem","skilda","12","män",0
"Salem","skilda","12","kvinnor",0
"Salem","skilda","13","män",0
"Salem","skilda","13","kvinnor",0
"Salem","skilda","14","män",0
"Salem","skilda","14","kvinnor",0
"Salem","skilda","15","män",0
"Salem","skilda","15","kvinnor",0
"Salem","skilda","16","män",0
"Salem","skilda","16","kvinnor",0
"Salem","skilda","17","män",0
"Salem","skilda","17","kvinnor",0
"Salem","skilda","18","män",0
"Salem","skilda","18","kvinnor",0
"Salem","skilda","19","män",0
"Salem","skilda","19","kvinnor",0
"Salem","skilda","20","män",0
"Salem","skilda","20","kvinnor",0
"Salem","skilda","21","män",0
"Salem","skilda","21","kvinnor",0
"Salem","skilda","22","män",0
"Salem","skilda","22","kvinnor",0
"Salem","skilda","23","män",0
"Salem","skilda","23","kvinnor",0
"Salem","skilda","24","män",0
"Salem","skilda","24","kvinnor",0
"Salem","skilda","25","män",0
"Salem","skilda","25","kvinnor",0
"Salem","änkor/änklingar","12","män",0
"Salem","änkor/änklingar","12","kvinnor",0
"Salem","änkor/änklingar","13","män",0
"Salem","änkor/änklingar","13","kvinnor",0
"Salem","änkor/änklingar","14","män",0
"Salem","änkor/änklingar","14","kvinnor",0
"Salem","änkor/änklingar","15","män",0
"Salem","änkor/änklingar","15","kvinnor",0
"Salem","änkor/änklingar","16","män",0
"Salem","änkor/änklingar","16","kvinnor",0
"Salem","änkor/änklingar","17","män",0
"Salem","änkor/änklingar","17","kvinnor",0
"Salem","änkor/änklingar","18","män",0
"Salem","änkor/änklingar","18","kvinnor",0
"Salem","änkor/änklingar","19","män",0
"Salem","änkor/änklingar","19","kvinnor",0
"Salem","änkor/änklingar","20","män",0
"Salem","änkor/änklingar","20","kvinnor",0
"Salem","änkor/änklingar","21","män",0
"Salem","änkor/änklingar","21","kvinnor",0
"Salem","änkor/änklingar","22","män",0
"Salem","änkor/änklingar","22","kvinnor",0
"Salem","änkor/änklingar","23","män",0
"Salem","änkor/änklingar","23","kvinnor",0
"Salem","änkor/änklingar","24","män",0
"Salem","änkor/änklingar","24","kvinnor",0
"Salem","änkor/änklingar","25","män",0
"Salem","änkor/änklingar","25","kvinnor",0
"Haninge","ogifta","12","män",596
"Haninge","ogifta","12","kvinnor",577
"Haninge","ogifta","13","män",591
"Haninge","ogifta","13","kvinnor",580
"Haninge","ogifta","14","män",548
"Haninge","ogifta","14","kvinnor",558
"Haninge","ogifta","15","män",573
"Haninge","ogifta","15","kvinnor",497
"Haninge","ogifta","16","män",591
"Haninge","ogifta","16","kvinnor",525
"Haninge","ogifta","17","män",540
"Haninge","ogifta","17","kvinnor",546
"Haninge","ogifta","18","män",532
"Haninge","ogifta","18","kvinnor",489
"Haninge","ogifta","19","män",528
"Haninge","ogifta","19","kvinnor",472
"Haninge","ogifta","20","män",598
"Haninge","ogifta","20","kvinnor",515
"Haninge","ogifta","21","män",521
"Haninge","ogifta","21","kvinnor",460
"Haninge","ogifta","22","män",517
"Haninge","ogifta","22","kvinnor",465
"Haninge","ogifta","23","män",507
"Haninge","ogifta","23","kvinnor",472
"Haninge","ogifta","24","män",602
"Haninge","ogifta","24","kvinnor",510
"Haninge","ogifta","25","män",597
"Haninge","ogifta","25","kvinnor",510
"Haninge","gifta","12","män",0
"Haninge","gifta","12","kvinnor",0
"Haninge","gifta","13","män",0
"Haninge","gifta","13","kvinnor",0
"Haninge","gifta","14","män",0
"Haninge","gifta","14","kvinnor",0
"Haninge","gifta","15","män",0
"Haninge","gifta","15","kvinnor",0
"Haninge","gifta","16","män",0
"Haninge","gifta","16","kvinnor",0
"Haninge","gifta","17","män",0
"Haninge","gifta","17","kvinnor",0
"Haninge","gifta","18","män",0
"Haninge","gifta","18","kvinnor",1
"Haninge","gifta","19","män",2
"Haninge","gifta","19","kvinnor",3
"Haninge","gifta","20","män",0
"Haninge","gifta","20","kvinnor",12
"Haninge","gifta","21","män",2
"Haninge","gifta","21","kvinnor",21
"Haninge","gifta","22","män",12
"Haninge","gifta","22","kvinnor",33
"Haninge","gifta","23","män",15
"Haninge","gifta","23","kvinnor",62
"Haninge","gifta","24","män",32
"Haninge","gifta","24","kvinnor",65
"Haninge","gifta","25","män",38
"Haninge","gifta","25","kvinnor",86
"Haninge","skilda","12","män",0
"Haninge","skilda","12","kvinnor",0
"Haninge","skilda","13","män",0
"Haninge","skilda","13","kvinnor",0
"Haninge","skilda","14","män",0
"Haninge","skilda","14","kvinnor",0
"Haninge","skilda","15","män",0
"Haninge","skilda","15","kvinnor",0
"Haninge","skilda","16","män",0
"Haninge","skilda","16","kvinnor",0
"Haninge","skilda","17","män",0
"Haninge","skilda","17","kvinnor",0
"Haninge","skilda","18","män",0
"Haninge","skilda","18","kvinnor",0
"Haninge","skilda","19","män",0
"Haninge","skilda","19","kvinnor",0
"Haninge","skilda","20","män",0
"Haninge","skilda","20","kvinnor",1
"Haninge","skilda","21","män",1
"Haninge","skilda","21","kvinnor",0
"Haninge","skilda","22","män",0
"Haninge","skilda","22","kvinnor",3
"Haninge","skilda","23","män",1
"Haninge","skilda","23","kvinnor",3
"Haninge","skilda","24","män",1
"Haninge","skilda","24","kvinnor",8
"Haninge","skilda","25","män",1
"Haninge","skilda","25","kvinnor",18
"Haninge","änkor/änklingar","12","män",0
"Haninge","änkor/änklingar","12","kvinnor",0
"Haninge","änkor/änklingar","13","män",0
"Haninge","änkor/änklingar","13","kvinnor",0
"Haninge","änkor/änklingar","14","män",0
"Haninge","änkor/änklingar","14","kvinnor",0
"Haninge","änkor/änklingar","15","män",0
"Haninge","änkor/änklingar","15","kvinnor",0
"Haninge","änkor/änklingar","16","män",0
"Haninge","änkor/änklingar","16","kvinnor",0
"Haninge","änkor/änklingar","17","män",0
"Haninge","änkor/änklingar","17","kvinnor",0
"Haninge","änkor/änklingar","18","män",0
"Haninge","änkor/änklingar","18","kvinnor",0
"Haninge","änkor/änklingar","19","män",0
"Haninge","änkor/änklingar","19","kvinnor",0
"Haninge","änkor/änklingar","20","män",0
"Haninge","änkor/änklingar","20","kvinnor",0
"Haninge","änkor/änklingar","21","män",0
"Haninge","änkor/änklingar","21","kvinnor",0
"Haninge","änkor/änklingar","22","män",0
"Haninge","änkor/änklingar","22","kvinnor",0
"Haninge","änkor/änklingar","23","män",0
"Haninge","änkor/änklingar","23","kvinnor",1
"Haninge","änkor/änklingar","24","män",0
"Haninge","änkor/änklingar","24","kvinnor",0
"Haninge","änkor/änklingar","25","män",0
"Haninge","änkor/änklingar","25","kvinnor",0
"Tyresö","ogifta","12","män",350
"Tyresö","ogifta","12","kvinnor",367
"Tyresö","ogifta","13","män",351
"Tyresö","ogifta","13","kvinnor",341
"Tyresö","ogifta","14","män",406
"Tyresö","ogifta","14","kvinnor",315
"Tyresö","ogifta","15","män",390
"Tyresö","ogifta","15","kvinnor",347
"Tyresö","ogifta","16","män",333
"Tyresö","ogifta","16","kvinnor",309
"Tyresö","ogifta","17","män",331
"Tyresö","ogifta","17","kvinnor",348
"Tyresö","ogifta","18","män",341
"Tyresö","ogifta","18","kvinnor",292
"Tyresö","ogifta","19","män",334
"Tyresö","ogifta","19","kvinnor",270
"Tyresö","ogifta","20","män",301
"Tyresö","ogifta","20","kvinnor",259
"Tyresö","ogifta","21","män",294
"Tyresö","ogifta","21","kvinnor",208
"Tyresö","ogifta","22","män",255
"Tyresö","ogifta","22","kvinnor",219
"Tyresö","ogifta","23","män",246
"Tyresö","ogifta","23","kvinnor",219
"Tyresö","ogifta","24","män",287
