"region","markanvändningsklass","X2015"
"Tjörn","vatten",79
"Tjörn","övrig mark",6138
"Tjörn","total landareal",16736
"Orust","åkermark",5585
"Orust","betesmark",1686
"Orust","skogsmark, produktiv",16420
"Orust","skogsmark, improduktiv",3511
"Orust","total skogsmark",19931
"Orust","bebyggd mark och tillhörande mark",3511
"Orust","täkter och gruvområden",0
"Orust","golfbanor och skidpistar",75
"Orust","vatten",454
"Orust","övrig mark",7862
"Orust","total landareal",38649
"Sotenäs","åkermark",1621
"Sotenäs","betesmark",710
"Sotenäs","skogsmark, produktiv",3962
"Sotenäs","skogsmark, improduktiv",847
"Sotenäs","total skogsmark",4809
"Sotenäs","bebyggd mark och tillhörande mark",1356
"Sotenäs","täkter och gruvområden",35
"Sotenäs","golfbanor och skidpistar",61
"Sotenäs","vatten",123
"Sotenäs","övrig mark",5228
"Sotenäs","total landareal",13820
"Munkedal","åkermark",9220
"Munkedal","betesmark",705
"Munkedal","skogsmark, produktiv",36392
"Munkedal","skogsmark, improduktiv",7781
"Munkedal","total skogsmark",44172
"Munkedal","bebyggd mark och tillhörande mark",2546
"Munkedal","täkter och gruvområden",64
"Munkedal","golfbanor och skidpistar",38
"Munkedal","vatten",3367
"Munkedal","övrig mark",6657
"Munkedal","total landareal",63402
"Tanum","åkermark",11834
"Tanum","betesmark",1370
"Tanum","skogsmark, produktiv",48235
"Tanum","skogsmark, improduktiv",10313
"Tanum","total skogsmark",58548
"Tanum","bebyggd mark och tillhörande mark",4018
"Tanum","täkter och gruvområden",29
"Tanum","golfbanor och skidpistar",98
"Tanum","vatten",3763
"Tanum","övrig mark",15825
"Tanum","total landareal",91721
"Dals-Ed","åkermark",3979
"Dals-Ed","betesmark",178
"Dals-Ed","skogsmark, produktiv",47590
"Dals-Ed","skogsmark, improduktiv",10175
"Dals-Ed","total skogsmark",57765
"Dals-Ed","bebyggd mark och tillhörande mark",1829
"Dals-Ed","täkter och gruvområden",21
"Dals-Ed","golfbanor och skidpistar",0
"Dals-Ed","vatten",10112
"Dals-Ed","övrig mark",8660
"Dals-Ed","total landareal",72431
"Färgelanda","åkermark",10164
"Färgelanda","betesmark",516
"Färgelanda","skogsmark, produktiv",31967
"Färgelanda","skogsmark, improduktiv",6835
"Färgelanda","total skogsmark",38802
"Färgelanda","bebyggd mark och tillhörande mark",1875
"Färgelanda","täkter och gruvområden",165
"Färgelanda","golfbanor och skidpistar",60
"Färgelanda","vatten",2934
"Färgelanda","övrig mark",7317
"Färgelanda","total landareal",58898
"Ale","åkermark",4084
"Ale","betesmark",497
"Ale","skogsmark, produktiv",17348
"Ale","skogsmark, improduktiv",3709
"Ale","total skogsmark",21057
"Ale","bebyggd mark och tillhörande mark",2383
"Ale","täkter och gruvområden",113
"Ale","golfbanor och skidpistar",105
"Ale","vatten",1512
"Ale","övrig mark",3462
"Ale","total landareal",31701
"Lerum","åkermark",1924
"Lerum","betesmark",449
"Lerum","skogsmark, produktiv",14984
"Lerum","skogsmark, improduktiv",3204
"Lerum","total skogsmark",18188
"Lerum","bebyggd mark och tillhörande mark",2857
"Lerum","täkter och gruvområden",68
"Lerum","golfbanor och skidpistar",231
"Lerum","vatten",4986
"Lerum","övrig mark",2139
"Lerum","total landareal",25855
"Vårgårda","åkermark",8204
"Vårgårda","betesmark",1041
"Vårgårda","skogsmark, produktiv",22334
"Vårgårda","skogsmark, improduktiv",4775
"Vårgårda","total skogsmark",27109
"Vårgårda","bebyggd mark och tillhörande mark",2205
"Vårgårda","täkter och gruvområden",52
"Vårgårda","golfbanor och skidpistar",124
"Vårgårda","vatten",1466
"Vårgårda","övrig mark",3923
"Vårgårda","total landareal",42658
"Bollebygd","åkermark",592
"Bollebygd","betesmark",181
"Bollebygd","skogsmark, produktiv",17176
"Bollebygd","skogsmark, improduktiv",3672
"Bollebygd","total skogsmark",20849
"Bollebygd","bebyggd mark och tillhörande mark",1395
"Bollebygd","täkter och gruvområden",14
"Bollebygd","golfbanor och skidpistar",76
"Bollebygd","vatten",1923
"Bollebygd","övrig mark",3209
"Bollebygd","total landareal",26316
"Grästorp","åkermark",15040
"Grästorp","betesmark",376
"Grästorp","skogsmark, produktiv",6746
"Grästorp","skogsmark, improduktiv",1442
"Grästorp","total skogsmark",8188
"Grästorp","bebyggd mark och tillhörande mark",1305
"Grästorp","täkter och gruvområden",85
"Grästorp","golfbanor och skidpistar",56
"Grästorp","vatten",1601
"Grästorp","övrig mark",1414
"Grästorp","total landareal",26464
"Essunga","åkermark",11165
"Essunga","betesmark",264
"Essunga","skogsmark, produktiv",7591
"Essunga","skogsmark, improduktiv",1623
"Essunga","total skogsmark",9213
"Essunga","bebyggd mark och tillhörande mark",1326
"Essunga","täkter och gruvområden",0
"Essunga","golfbanor och skidpistar",0
"Essunga","vatten",110
"Essunga","övrig mark",1490
"Essunga","total landareal",23458
"Karlsborg","åkermark",3124
"Karlsborg","betesmark",533
"Karlsborg","skogsmark, produktiv",26163
"Karlsborg","skogsmark, improduktiv",5594
"Karlsborg","total skogsmark",31757
"Karlsborg","bebyggd mark och tillhörande mark",2032
"Karlsborg","täkter och gruvområden",46
"Karlsborg","golfbanor och skidpistar",86
"Karlsborg","vatten",39150
"Karlsborg","övrig mark",3004
"Karlsborg","total landareal",40582
"Gullspång","åkermark",4405
"Gullspång","betesmark",369
"Gullspång","skogsmark, produktiv",18080
"Gullspång","skogsmark, improduktiv",3866
"Gullspång","total skogsmark",21945
"Gullspång","bebyggd mark och tillhörande mark",1612
"Gullspång","täkter och gruvområden",41
"Gullspång","golfbanor och skidpistar",30
"Gullspång","vatten",23951
"Gullspång","övrig mark",3141
"Gullspång","total landareal",31544
"Tranemo","åkermark",4560
"Tranemo","betesmark",2221
"Tranemo","skogsmark, produktiv",45389
"Tranemo","skogsmark, improduktiv",9704
"Tranemo","total skogsmark",55093
"Tranemo","bebyggd mark och tillhörande mark",2872
"Tranemo","täkter och gruvområden",246
"Tranemo","golfbanor och skidpistar",1
"Tranemo","vatten",3728
"Tranemo","övrig mark",9128
"Tranemo","total landareal",74120
"Bengtsfors","åkermark",3483
"Bengtsfors","betesmark",323
"Bengtsfors","skogsmark, produktiv",61478
"Bengtsfors","skogsmark, improduktiv",13144
"Bengtsfors","total skogsmark",74622
"Bengtsfors","bebyggd mark och tillhörande mark",3125
"Bengtsfors","täkter och gruvområden",73
"Bengtsfors","golfbanor och skidpistar",0
"Bengtsfors","vatten",17620
"Bengtsfors","övrig mark",6672
"Bengtsfors","total landareal",88298
"Mellerud","åkermark",17464
"Mellerud","betesmark",365
"Mellerud","skogsmark, produktiv",22433
"Mellerud","skogsmark, improduktiv",4796
"Mellerud","total skogsmark",27230
"Mellerud","bebyggd mark och tillhörande mark",2656
"Mellerud","täkter och gruvområden",29
"Mellerud","golfbanor och skidpistar",88
"Mellerud","vatten",43072
"Mellerud","övrig mark",3543
"Mellerud","total landareal",51374
"Lilla Edet","åkermark",4381
"Lilla Edet","betesmark",408
"Lilla Edet","skogsmark, produktiv",17887
"Lilla Edet","skogsmark, improduktiv",3824
"Lilla Edet","total skogsmark",21711
"Lilla Edet","bebyggd mark och tillhörande mark",2044
"Lilla Edet","täkter och gruvområden",87
"Lilla Edet","golfbanor och skidpistar",0
"Lilla Edet","vatten",2615
"Lilla Edet","övrig mark",2933
"Lilla Edet","total landareal",31564
"Mark","åkermark",10502
"Mark","betesmark",2790
"Mark","skogsmark, produktiv",53579
"Mark","skogsmark, improduktiv",11455
"Mark","total skogsmark",65034
"Mark","bebyggd mark och tillhörande mark",5383
"Mark","täkter och gruvområden",46
"Mark","golfbanor och skidpistar",70
"Mark","vatten",8400
"Mark","övrig mark",9094
"Mark","total landareal",92920
"Svenljunga","åkermark",5059
"Svenljunga","betesmark",1910
"Svenljunga","skogsmark, produktiv",58181
"Svenljunga","skogsmark, improduktiv",12439
"Svenljunga","total skogsmark",70620
"Svenljunga","bebyggd mark och tillhörande mark",3322
"Svenljunga","täkter och gruvområden",298
"Svenljunga","golfbanor och skidpistar",94
"Svenljunga","vatten",6746
"Svenljunga","övrig mark",10664
"Svenljunga","total landareal",91968
"Herrljunga","åkermark",9160
"Herrljunga","betesmark",2258
"Herrljunga","skogsmark, produktiv",26070
"Herrljunga","skogsmark, improduktiv",5574
"Herrljunga","total skogsmark",31644
"Herrljunga","bebyggd mark och tillhörande mark",2267
"Herrljunga","täkter och gruvområden",37
"Herrljunga","golfbanor och skidpistar",51
"Herrljunga","vatten",1204
"Herrljunga","övrig mark",4330
"Herrljunga","total landareal",49748
"Vara","åkermark",39009
"Vara","betesmark",1181
"Vara","skogsmark, produktiv",17646
"Vara","skogsmark, improduktiv",3773
"Vara","total skogsmark",21418
"Vara","bebyggd mark och tillhörande mark",3948
"Vara","täkter och gruvområden",256
"Vara","golfbanor och skidpistar",65
"Vara","vatten",372
"Vara","övrig mark",3816
"Vara","total landareal",69693
"Götene","åkermark",17474
"Götene","betesmark",1927
"Götene","skogsmark, produktiv",13289
"Götene","skogsmark, improduktiv",2841
"Götene","total skogsmark",16130
"Götene","bebyggd mark och tillhörande mark",2809
"Götene","täkter och gruvområden",141
"Götene","golfbanor och skidpistar",86
"Götene","vatten",21620
"Götene","övrig mark",1884
"Götene","total landareal",40451
"Tibro","åkermark",4768
"Tibro","betesmark",809
"Tibro","skogsmark, produktiv",11068
"Tibro","skogsmark, improduktiv",2366
"Tibro","total skogsmark",13435
"Tibro","bebyggd mark och tillhörande mark",1588
"Tibro","täkter och gruvområden",131
"Tibro","golfbanor och skidpistar",2
"Tibro","vatten",1540
"Tibro","övrig mark",1248
"Tibro","total landareal",21980
"Töreboda","åkermark",16362
"Töreboda","betesmark",1044
"Töreboda","skogsmark, produktiv",23867
"Töreboda","skogsmark, improduktiv",5103
"Töreboda","total skogsmark",28969
"Töreboda","bebyggd mark och tillhörande mark",2339
"Töreboda","täkter och gruvområden",215
"Töreboda","golfbanor och skidpistar",45
"Töreboda","vatten",5045
"Töreboda","övrig mark",5095
"Töreboda","total landareal",54069
"Göteborg","åkermark",2907
"Göteborg","betesmark",1464
"Göteborg","skogsmark, produktiv",14756
"Göteborg","skogsmark, improduktiv",3155
"Göteborg","total skogsmark",17911
"Göteborg","bebyggd mark och tillhörande mark",13698
"Göteborg","täkter och gruvområden",194
"Göteborg","golfbanor och skidpistar",405
"Göteborg","vatten",1421
"Göteborg","övrig mark",8209
"Göteborg","total landareal",44788
"Mölndal","åkermark",758
"Mölndal","betesmark",113
"Mölndal","skogsmark, produktiv",7200
"Mölndal","skogsmark, improduktiv",1539
"Mölndal","total skogsmark",8739
"Mölndal","bebyggd mark och tillhörande mark",2653
"Mölndal","täkter och gruvområden",53
"Mölndal","golfbanor och skidpistar",200
"Mölndal","vatten",644
"Mölndal","övrig mark",2068
"Mölndal","total landareal",14584
"Kungälv","åkermark",6126
"Kungälv","betesmark",2049
"Kungälv","skogsmark, produktiv",14383
"Kungälv","skogsmark, improduktiv",3075
"Kungälv","total skogsmark",17458
"Kungälv","bebyggd mark och tillhörande mark",3575
"Kungälv","täkter och gruvområden",58
"Kungälv","golfbanor och skidpistar",287
"Kungälv","vatten",838
"Kungälv","övrig mark",6691
"Kungälv","total landareal",36245
"Lysekil","åkermark",2979
"Lysekil","betesmark",714
"Lysekil","skogsmark, produktiv",8145
"Lysekil","skogsmark, improduktiv",1741
"Lysekil","total skogsmark",9886
"Lysekil","bebyggd mark och tillhörande mark",2256
"Lysekil","täkter och gruvområden",47
"Lysekil","golfbanor och skidpistar",112
"Lysekil","vatten",85
"Lysekil","övrig mark",4851
"Lysekil","total landareal",20845
"Uddevalla","åkermark",7790
"Uddevalla","betesmark",960
"Uddevalla","skogsmark, produktiv",35061
"Uddevalla","skogsmark, improduktiv",7496
"Uddevalla","total skogsmark",42558
"Uddevalla","bebyggd mark och tillhörande mark",5352
"Uddevalla","täkter och gruvområden",99
"Uddevalla","golfbanor och skidpistar",105
"Uddevalla","vatten",1265
"Uddevalla","övrig mark",6902
"Uddevalla","total landareal",63766
"Strömstad","åkermark",4988
"Strömstad","betesmark",441
"Strömstad","skogsmark, produktiv",26491
"Strömstad","skogsmark, improduktiv",5664
"Strömstad","total skogsmark",32155
"Strömstad","bebyggd mark och tillhörande mark",2684
"Strömstad","täkter och gruvområden",73
"Strömstad","golfbanor och skidpistar",91
"Strömstad","vatten",1013
"Strömstad","övrig mark",6315
"Strömstad","total landareal",46747
"Vänersborg","åkermark",21658
"Vänersborg","betesmark",901
"Vänersborg","skogsmark, produktiv",25063
"Vänersborg","skogsmark, improduktiv",5359
"Vänersborg","total skogsmark",30422
"Vänersborg","bebyggd mark och tillhörande mark",4162
"Vänersborg","täkter och gruvområden",127
"Vänersborg","golfbanor och skidpistar",54
"Vänersborg","vatten",25623
"Vänersborg","övrig mark",6936
"Vänersborg","total landareal",64260
"Trollhättan","åkermark",9334
"Trollhättan","betesmark",530
"Trollhättan","skogsmark, produktiv",19297
"Trollhättan","skogsmark, improduktiv",4126
"Trollhättan","total skogsmark",23422
"Trollhättan","bebyggd mark och tillhörande mark",3771
"Trollhättan","täkter och gruvområden",13
"Trollhättan","golfbanor och skidpistar",58
"Trollhättan","vatten",1785
"Trollhättan","övrig mark",3858
"Trollhättan","total landareal",40986
"Alingsås","åkermark",7585
"Alingsås","betesmark",367
"Alingsås","skogsmark, produktiv",26201
"Alingsås","skogsmark, improduktiv",5602
"Alingsås","total skogsmark",31803
"Alingsås","bebyggd mark och tillhörande mark",3558
"Alingsås","täkter och gruvområden",96
"Alingsås","golfbanor och skidpistar",44
"Alingsås","vatten",7916
"Alingsås","övrig mark",3747
"Alingsås","total landareal",47200
"Borås","åkermark",4446
"Borås","betesmark",1886
"Borås","skogsmark, produktiv",55417
"Borås","skogsmark, improduktiv",11848
"Borås","total skogsmark",67265
"Borås","bebyggd mark och tillhörande mark",7540
"Borås","täkter och gruvområden",92
"Borås","golfbanor och skidpistar",185
"Borås","vatten",5765
"Borås","övrig mark",9574
"Borås","total landareal",90988
"Ulricehamn","åkermark",10589
"Ulricehamn","betesmark",5563
"Ulricehamn","skogsmark, produktiv",60208
"Ulricehamn","skogsmark, improduktiv",12873
"Ulricehamn","total skogsmark",73081
"Ulricehamn","bebyggd mark och tillhörande mark",4524
"Ulricehamn","täkter och gruvområden",27
"Ulricehamn","golfbanor och skidpistar",131
"Ulricehamn","vatten",7086
"Ulricehamn","övrig mark",10688
"Ulricehamn","total landareal",104603
"Åmål","åkermark",4937
"Åmål","betesmark",287
"Åmål","skogsmark, produktiv",30312
"Åmål","skogsmark, improduktiv",6481
"Åmål","total skogsmark",36793
"Åmål","bebyggd mark och tillhörande mark",2200
"Åmål","täkter och gruvområden",86
"Åmål","golfbanor och skidpistar",66
"Åmål","vatten",40861
"Åmål","övrig mark",3742
"Åmål","total landareal",48111
"Mariestad","åkermark",16912
"Mariestad","betesmark",1589
"Mariestad","skogsmark, produktiv",28091
"Mariestad","skogsmark, improduktiv",6006
"Mariestad","total skogsmark",34097
"Mariestad","bebyggd mark och tillhörande mark",3648
"Mariestad","täkter och gruvområden",176
"Mariestad","golfbanor och skidpistar",50
"Mariestad","vatten",90077
"Mariestad","övrig mark",3776
"Mariestad","total landareal",60247
"Lidköping","åkermark",37915
"Lidköping","betesmark",1697
"Lidköping","skogsmark, produktiv",16802
"Lidköping","skogsmark, improduktiv",3592
"Lidköping","total skogsmark",20394
"Lidköping","bebyggd mark och tillhörande mark",5714
"Lidköping","täkter och gruvområden",84
"Lidköping","golfbanor och skidpistar",117
"Lidköping","vatten",67397
"Lidköping","övrig mark",3942
"Lidköping","total landareal",69863
"Skara","åkermark",14959
"Skara","betesmark",2408
"Skara","skogsmark, produktiv",16281
"Skara","skogsmark, improduktiv",3481
"Skara","total skogsmark",19762
"Skara","bebyggd mark och tillhörande mark",2659
"Skara","täkter och gruvområden",18
"Skara","golfbanor och skidpistar",0
"Skara","vatten",2007
"Skara","övrig mark",3057
"Skara","total landareal",42862
"Skövde","åkermark",23294
"Skövde","betesmark",2404
"Skövde","skogsmark, produktiv",25155
"Skövde","skogsmark, improduktiv",5378
"Skövde","total skogsmark",30533
"Skövde","bebyggd mark och tillhörande mark",5183
"Skövde","täkter och gruvområden",137
"Skövde","golfbanor och skidpistar",223
"Skövde","vatten",1140
"Skövde","övrig mark",5593
"Skövde","total landareal",67368
"Hjo","åkermark",9714
"Hjo","betesmark",1100
"Hjo","skogsmark, produktiv",13202
"Hjo","skogsmark, improduktiv",2823
"Hjo","total skogsmark",16024
"Hjo","bebyggd mark och tillhörande mark",1574
"Hjo","täkter och gruvområden",43
"Hjo","golfbanor och skidpistar",81
"Hjo","vatten",28743
"Hjo","övrig mark",1168
"Hjo","total landareal",29704
"Tidaholm","åkermark",12632
"Tidaholm","betesmark",1990
"Tidaholm","skogsmark, produktiv",26109
"Tidaholm","skogsmark, improduktiv",5582
"Tidaholm","total skogsmark",31691
"Tidaholm","bebyggd mark och tillhörande mark",2395
"Tidaholm","täkter och gruvområden",80
"Tidaholm","golfbanor och skidpistar",0
"Tidaholm","vatten",496
"Tidaholm","övrig mark",3009
"Tidaholm","total landareal",51798
"Falköping","åkermark",37475
"Falköping","betesmark",9275
"Falköping","skogsmark, produktiv",35643
"Falköping","skogsmark, improduktiv",7621
"Falköping","total skogsmark",43264
"Falköping","bebyggd mark och tillhörande mark",5122
"Falköping","täkter och gruvområden",515
"Falköping","golfbanor och skidpistar",81
"Falköping","vatten",2089
"Falköping","övrig mark",8756
"Falköping","total landareal",104488
"Kil","åkermark",6909
"Kil","betesmark",299
"Kil","skogsmark, produktiv",22062
"Kil","skogsmark, improduktiv",2862
"Kil","total skogsmark",24924
"Kil","bebyggd mark och tillhörande mark",1928
"Kil","täkter och gruvområden",0
"Kil","golfbanor och skidpistar",53
"Kil","vatten",4715
"Kil","övrig mark",1859
"Kil","total landareal",35972
"Eda","åkermark",4540
"Eda","betesmark",431
"Eda","skogsmark, produktiv",61298
"Eda","skogsmark, improduktiv",7952
"Eda","total skogsmark",69250
"Eda","bebyggd mark och tillhörande mark",2657
"Eda","täkter och gruvområden",48
"Eda","golfbanor och skidpistar",63
"Eda","vatten",7475
"Eda","övrig mark",5028
"Eda","total landareal",82018
"Torsby","åkermark",3471
"Torsby","betesmark",314
"Torsby","skogsmark, produktiv",322592
"Torsby","skogsmark, improduktiv",41851
"Torsby","total skogsmark",364443
"Torsby","bebyggd mark och tillhörande mark",6968
"Torsby","täkter och gruvområden",94
"Torsby","golfbanor och skidpistar",227
"Torsby","vatten",19521
"Torsby","övrig mark",40704
"Torsby","total landareal",416221
"Storfors","åkermark",2757
"Storfors","betesmark",166
"Storfors","skogsmark, produktiv",28339
"Storfors","skogsmark, improduktiv",3676
"Storfors","total skogsmark",32016
"Storfors","bebyggd mark och tillhörande mark",1364
"Storfors","täkter och gruvområden",22
"Storfors","golfbanor och skidpistar",40
"Storfors","vatten",8103
"Storfors","övrig mark",2804
"Storfors","total landareal",39168
"Hammarö","åkermark",346
"Hammarö","betesmark",32
"Hammarö","skogsmark, produktiv",3008
"Hammarö","skogsmark, improduktiv",390
"Hammarö","total skogsmark",3398
"Hammarö","bebyggd mark och tillhörande mark",1216
"Hammarö","täkter och gruvområden",0
"Hammarö","golfbanor och skidpistar",72
"Hammarö","vatten",40471
"Hammarö","övrig mark",880
"Hammarö","total landareal",5944
"Munkfors","åkermark",726
"Munkfors","betesmark",32
"Munkfors","skogsmark, produktiv",10426
"Munkfors","skogsmark, improduktiv",1353
"Munkfors","total skogsmark",11779
"Munkfors","bebyggd mark och tillhörande mark",773
"Munkfors","täkter och gruvområden",22
"Munkfors","golfbanor och skidpistar",0
"Munkfors","vatten",639
"Munkfors","övrig mark",827
"Munkfors","total landareal",14158
"Forshaga","åkermark",2825
"Forshaga","betesmark",143
"Forshaga","skogsmark, produktiv",25031
"Forshaga","skogsmark, improduktiv",3247
"Forshaga","total skogsmark",28279
"Forshaga","bebyggd mark och tillhörande mark",1536
"Forshaga","täkter och gruvområden",7
"Forshaga","golfbanor och skidpistar",60
"Forshaga","vatten",4913
"Forshaga","övrig mark",1967
"Forshaga","total landareal",34816
"Grums","åkermark",4396
"Grums","betesmark",436
"Grums","skogsmark, produktiv",26939
"Grums","skogsmark, improduktiv",3495
"Grums","total skogsmark",30434
"Grums","bebyggd mark och tillhörande mark",1870
"Grums","täkter och gruvområden",3
"Grums","golfbanor och skidpistar",44
"Grums","vatten",9245
"Grums","övrig mark",1453
"Grums","total landareal",38636
"Årjäng","åkermark",5277
"Årjäng","betesmark",266
"Årjäng","skogsmark, produktiv",110060
"Årjäng","skogsmark, improduktiv",14278
"Årjäng","total skogsmark",124338
"Årjäng","bebyggd mark och tillhörande mark",3840
"Årjäng","täkter och gruvområden",77
"Årjäng","golfbanor och skidpistar",85
"Årjäng","vatten",24360
"Årjäng","övrig mark",7061
"Årjäng","total landareal",140944
"Sunne","åkermark",10690
"Sunne","betesmark",869
"Sunne","skogsmark, produktiv",94521
"Sunne","skogsmark, improduktiv",12262
"Sunne","total skogsmark",106784
"Sunne","bebyggd mark och tillhörande mark",4321
"Sunne","täkter och gruvområden",67
"Sunne","golfbanor och skidpistar",137
"Sunne","vatten",16023
"Sunne","övrig mark",5934
"Sunne","total landareal",128802
"Karlstad","åkermark",22110
"Karlstad","betesmark",1165
"Karlstad","skogsmark, produktiv",68383
"Karlstad","skogsmark, improduktiv",8872
"Karlstad","total skogsmark",77255
"Karlstad","bebyggd mark och tillhörande mark",7534
"Karlstad","täkter och gruvområden",357
"Karlstad","golfbanor och skidpistar",274
"Karlstad","vatten",34908
"Karlstad","övrig mark",8170
"Karlstad","total landareal",116866
"Kristinehamn","åkermark",10989
"Kristinehamn","betesmark",1098
"Kristinehamn","skogsmark, produktiv",47340
"Kristinehamn","skogsmark, improduktiv",6142
"Kristinehamn","total skogsmark",53481
"Kristinehamn","bebyggd mark och tillhörande mark",3611
"Kristinehamn","täkter och gruvområden",266
"Kristinehamn","golfbanor och skidpistar",72
"Kristinehamn","vatten",62923
"Kristinehamn","övrig mark",6003
"Kristinehamn","total landareal",75520
"Filipstad","åkermark",1105
"Filipstad","betesmark",214
"Filipstad","skogsmark, produktiv",120840
"Filipstad","skogsmark, improduktiv",15677
"Filipstad","total skogsmark",136517
"Filipstad","bebyggd mark och tillhörande mark",3537
"Filipstad","täkter och gruvområden",200
"Filipstad","golfbanor och skidpistar",52
"Filipstad","vatten",17767
"Filipstad","övrig mark",11779
"Filipstad","total landareal",153404
"Hagfors","åkermark",3638
"Hagfors","betesmark",282
"Hagfors","skogsmark, produktiv",140992
"Hagfors","skogsmark, improduktiv",18291
"Hagfors","total skogsmark",159284
"Hagfors","bebyggd mark och tillhörande mark",4513
"Hagfors","täkter och gruvområden",104
"Hagfors","golfbanor och skidpistar",114
"Hagfors","vatten",17596
"Hagfors","övrig mark",14485
"Hagfors","total landareal",182419
"Arvika","åkermark",7595
"Arvika","betesmark",476
"Arvika","skogsmark, produktiv",127777
"Arvika","skogsmark, improduktiv",16577
"Arvika","total skogsmark",144354
"Arvika","bebyggd mark och tillhörande mark",5819
"Arvika","täkter och gruvområden",122
"Arvika","golfbanor och skidpistar",47
"Arvika","vatten",30710
"Arvika","övrig mark",6491
"Arvika","total landareal",164903
"Säffle","åkermark",19191
"Säffle","betesmark",890
"Säffle","skogsmark, produktiv",81848
"Säffle","skogsmark, improduktiv",10618
"Säffle","total skogsmark",92466
"Säffle","bebyggd mark och tillhörande mark",4058
"Säffle","täkter och gruvområden",74
"Säffle","golfbanor och skidpistar",0
"Säffle","vatten",127663
"Säffle","övrig mark",5409
"Säffle","total landareal",122088
"Lekeberg","åkermark",10288
"Lekeberg","betesmark",622
"Lekeberg","skogsmark, produktiv",25868
"Lekeberg","skogsmark, improduktiv",2810
"Lekeberg","total skogsmark",28678
"Lekeberg","bebyggd mark och tillhörande mark",2132
"Lekeberg","täkter och gruvområden",879
"Lekeberg","golfbanor och skidpistar",86
"Lekeberg","vatten",1851
"Lekeberg","övrig mark",3631
"Lekeberg","total landareal",46316
"Laxå","åkermark",1210
"Laxå","betesmark",432
"Laxå","skogsmark, produktiv",45935
"Laxå","skogsmark, improduktiv",4989
"Laxå","total skogsmark",50925
"Laxå","bebyggd mark och tillhörande mark",1884
"Laxå","täkter och gruvområden",220
"Laxå","golfbanor och skidpistar",19
"Laxå","vatten",13556
"Laxå","övrig mark",5511
"Laxå","total landareal",60200
"Hallsberg","åkermark",10507
"Hallsberg","betesmark",882
"Hallsberg","skogsmark, produktiv",39972
"Hallsberg","skogsmark, improduktiv",4342
"Hallsberg","total skogsmark",44313
"Hallsberg","bebyggd mark och tillhörande mark",2979
"Hallsberg","täkter och gruvområden",191
"Hallsberg","golfbanor och skidpistar",8
"Hallsberg","vatten",3351
"Hallsberg","övrig mark",4792
"Hallsberg","total landareal",63671
"Degerfors","åkermark",2654
"Degerfors","betesmark",281
"Degerfors","skogsmark, produktiv",26508
"Degerfors","skogsmark, improduktiv",2879
"Degerfors","total skogsmark",29387
"Degerfors","bebyggd mark och tillhörande mark",1617
"Degerfors","täkter och gruvområden",15
"Degerfors","golfbanor och skidpistar",69
"Degerfors","vatten",4976
"Degerfors","övrig mark",4373
"Degerfors","total landareal",38395
"Hällefors","åkermark",596
"Hällefors","betesmark",209
"Hällefors","skogsmark, produktiv",76542
"Hällefors","skogsmark, improduktiv",8314
"Hällefors","total skogsmark",84855
"Hällefors","bebyggd mark och tillhörande mark",2637
"Hällefors","täkter och gruvområden",68
"Hällefors","golfbanor och skidpistar",0
"Hällefors","vatten",16630
"Hällefors","övrig mark",10131
"Hällefors","total landareal",98496
"Ljusnarsberg","åkermark",572
"Ljusnarsberg","betesmark",115
"Ljusnarsberg","skogsmark, produktiv",44856
"Ljusnarsberg","skogsmark, improduktiv",4872
"Ljusnarsberg","total skogsmark",49728
"Ljusnarsberg","bebyggd mark och tillhörande mark",1834
"Ljusnarsberg","täkter och gruvområden",235
"Ljusnarsberg","golfbanor och skidpistar",35
"Ljusnarsberg","vatten",5556
"Ljusnarsberg","övrig mark",5035
"Ljusnarsberg","total landareal",57554
"Örebro","åkermark",38387
"Örebro","betesmark",2913
"Örebro","skogsmark, produktiv",66905
"Örebro","skogsmark, improduktiv",7267
"Örebro","total skogsmark",74172
"Örebro","bebyggd mark och tillhörande mark",10267
"Örebro","täkter och gruvområden",470
"Örebro","golfbanor och skidpistar",276
"Örebro","vatten",24757
"Örebro","övrig mark",10818
"Örebro","total landareal",137302
"Kumla","åkermark",9607
"Kumla","betesmark",285
"Kumla","skogsmark, produktiv",5923
"Kumla","skogsmark, improduktiv",643
"Kumla","total skogsmark",6567
"Kumla","bebyggd mark och tillhörande mark",2123
"Kumla","täkter och gruvområden",271
"Kumla","golfbanor och skidpistar",59
"Kumla","vatten",159
"Kumla","övrig mark",1508
"Kumla","total landareal",20420
"Askersund","åkermark",7759
"Askersund","betesmark",1215
"Askersund","skogsmark, produktiv",57177
"Askersund","skogsmark, improduktiv",6210
"Askersund","total skogsmark",63388
"Askersund","bebyggd mark och tillhörande mark",3268
"Askersund","täkter och gruvområden",442
"Askersund","golfbanor och skidpistar",63
"Askersund","vatten",20328
"Askersund","övrig mark",5511
"Askersund","total landareal",81646
"Karlskoga","åkermark",3550
"Karlskoga","betesmark",243
"Karlskoga","skogsmark, produktiv",31533
"Karlskoga","skogsmark, improduktiv",3425
"Karlskoga","total skogsmark",34958
"Karlskoga","bebyggd mark och tillhörande mark",2937
"Karlskoga","täkter och gruvområden",85
"Karlskoga","golfbanor och skidpistar",62
"Karlskoga","vatten",4212
"Karlskoga","övrig mark",4989
"Karlskoga","total landareal",46824
"Nora","åkermark",2024
"Nora","betesmark",428
