"Municipality","SchoolOrganiser","Gender","Students","value"
"Mora","Samtliga","Flickor","Ineligible",26.976
"Mora","Kommunal","Flickor","Total",96
"Mora","Kommunal","Flickor","Eligible",69.024
"Mora","Kommunal","Flickor","Ineligible",26.976
"Motala","Samtliga","Flickor","Total",249
"Motala","Samtliga","Flickor","Eligible",221.112
"Motala","Samtliga","Flickor","Ineligible",27.888
"Motala","Kommunal","Flickor","Total",213
"Motala","Kommunal","Flickor","Eligible",188.931
"Motala","Kommunal","Flickor","Ineligible",24.069
"Motala","Enskild","Flickor","Total",36
"Motala","Enskild","Flickor","Eligible",36
"Motala","Enskild","Flickor","Ineligible",0
"Mullsjö","Samtliga","Flickor","Total",48
"Mullsjö","Samtliga","Flickor","Eligible",48
"Mullsjö","Samtliga","Flickor","Ineligible",0
"Mullsjö","Kommunal","Flickor","Total",48
"Mullsjö","Kommunal","Flickor","Eligible",48
"Mullsjö","Kommunal","Flickor","Ineligible",0
"Munkedal","Samtliga","Flickor","Total",58
"Munkedal","Samtliga","Flickor","Eligible",48.024
"Munkedal","Samtliga","Flickor","Ineligible",9.976
"Munkedal","Kommunal","Flickor","Total",58
"Munkedal","Kommunal","Flickor","Eligible",48.024
"Munkedal","Kommunal","Flickor","Ineligible",9.976
"Munkfors","Samtliga","Flickor","Total",18
"Munkfors","Samtliga","Flickor","Eligible",18
"Munkfors","Samtliga","Flickor","Ineligible",0
"Munkfors","Kommunal","Flickor","Total",18
"Munkfors","Kommunal","Flickor","Eligible",18
"Munkfors","Kommunal","Flickor","Ineligible",0
"Mölndal","Samtliga","Flickor","Total",360
"Mölndal","Samtliga","Flickor","Eligible",308.16
"Mölndal","Samtliga","Flickor","Ineligible",51.84
"Mölndal","Kommunal","Flickor","Total",324
"Mölndal","Kommunal","Flickor","Eligible",277.992
"Mölndal","Kommunal","Flickor","Ineligible",46.008
"Mölndal","Enskild","Flickor","Total",36
"Mölndal","Enskild","Flickor","Eligible",36
"Mölndal","Enskild","Flickor","Ineligible",0
"Mönsterås","Samtliga","Flickor","Total",69
"Mönsterås","Samtliga","Flickor","Eligible",52.992
"Mönsterås","Samtliga","Flickor","Ineligible",16.008
"Mönsterås","Kommunal","Flickor","Total",69
"Mönsterås","Kommunal","Flickor","Eligible",52.992
"Mönsterås","Kommunal","Flickor","Ineligible",16.008
"Mörbylånga","Samtliga","Flickor","Total",85
"Mörbylånga","Samtliga","Flickor","Eligible",85
"Mörbylånga","Samtliga","Flickor","Ineligible",0
"Mörbylånga","Kommunal","Flickor","Total",59
"Mörbylånga","Kommunal","Flickor","Eligible",59
"Mörbylånga","Kommunal","Flickor","Ineligible",0
"Mörbylånga","Enskild","Flickor","Total",26
"Mörbylånga","Enskild","Flickor","Eligible",26
"Mörbylånga","Enskild","Flickor","Ineligible",0
"Nacka","Samtliga","Flickor","Total",720
"Nacka","Samtliga","Flickor","Eligible",686.88
"Nacka","Samtliga","Flickor","Ineligible",33.12
"Nacka","Kommunal","Flickor","Total",446
"Nacka","Kommunal","Flickor","Eligible",421.916
"Nacka","Kommunal","Flickor","Ineligible",24.084
"Nacka","Enskild","Flickor","Total",274
"Nacka","Enskild","Flickor","Eligible",274
"Nacka","Enskild","Flickor","Ineligible",0
"Nora","Samtliga","Flickor","Total",48
"Nora","Samtliga","Flickor","Eligible",48
"Nora","Samtliga","Flickor","Ineligible",0
"Nora","Kommunal","Flickor","Total",48
"Nora","Kommunal","Flickor","Eligible",48
"Nora","Kommunal","Flickor","Ineligible",0
"Norberg","Samtliga","Flickor","Total",23
"Norberg","Samtliga","Flickor","Eligible",23
"Norberg","Samtliga","Flickor","Ineligible",0
"Norberg","Kommunal","Flickor","Total",23
"Norberg","Kommunal","Flickor","Eligible",23
"Norberg","Kommunal","Flickor","Ineligible",0
"Nordanstig","Samtliga","Flickor","Total",45
"Nordanstig","Samtliga","Flickor","Eligible",45
"Nordanstig","Samtliga","Flickor","Ineligible",0
"Nordanstig","Kommunal","Flickor","Total",43
"Nordanstig","Kommunal","Flickor","Eligible",43
"Nordanstig","Kommunal","Flickor","Ineligible",0
"Nordanstig","Enskild","Flickor","Total",0
"Nordanstig","Enskild","Flickor","Eligible",0
"Nordanstig","Enskild","Flickor","Ineligible",0
"Nordmaling","Samtliga","Flickor","Total",37
"Nordmaling","Samtliga","Flickor","Eligible",37
"Nordmaling","Samtliga","Flickor","Ineligible",0
"Nordmaling","Kommunal","Flickor","Total",37
"Nordmaling","Kommunal","Flickor","Eligible",37
"Nordmaling","Kommunal","Flickor","Ineligible",0
"Norrköping","Samtliga","Flickor","Total",748
"Norrköping","Samtliga","Flickor","Eligible",614.108
"Norrköping","Samtliga","Flickor","Ineligible",133.892
"Norrköping","Kommunal","Flickor","Total",504
"Norrköping","Kommunal","Flickor","Eligible",395.136
"Norrköping","Kommunal","Flickor","Ineligible",108.864
"Norrköping","Enskild","Flickor","Total",244
"Norrköping","Enskild","Flickor","Eligible",219.112
"Norrköping","Enskild","Flickor","Ineligible",24.888
"Norrtälje","Samtliga","Flickor","Total",285
"Norrtälje","Samtliga","Flickor","Eligible",237.12
"Norrtälje","Samtliga","Flickor","Ineligible",47.88
"Norrtälje","Kommunal","Flickor","Total",225
"Norrtälje","Kommunal","Flickor","Eligible",184.05
"Norrtälje","Kommunal","Flickor","Ineligible",40.95
"Norrtälje","Enskild","Flickor","Total",60
"Norrtälje","Enskild","Flickor","Eligible",60
"Norrtälje","Enskild","Flickor","Ineligible",0
"Norsjö","Samtliga","Flickor","Total",19
"Norsjö","Samtliga","Flickor","Eligible",19
"Norsjö","Samtliga","Flickor","Ineligible",0
"Norsjö","Kommunal","Flickor","Total",19
"Norsjö","Kommunal","Flickor","Eligible",19
"Norsjö","Kommunal","Flickor","Ineligible",0
"Nybro","Samtliga","Flickor","Total",108
"Nybro","Samtliga","Flickor","Eligible",87.048
"Nybro","Samtliga","Flickor","Ineligible",20.952
"Nybro","Kommunal","Flickor","Total",108
"Nybro","Kommunal","Flickor","Eligible",87.048
"Nybro","Kommunal","Flickor","Ineligible",20.952
"Nykvarn","Samtliga","Flickor","Total",69
"Nykvarn","Samtliga","Flickor","Eligible",69
"Nykvarn","Samtliga","Flickor","Ineligible",0
"Nykvarn","Kommunal","Flickor","Total",69
"Nykvarn","Kommunal","Flickor","Eligible",69
"Nykvarn","Kommunal","Flickor","Ineligible",0
"Nyköping","Samtliga","Flickor","Total",349
"Nyköping","Samtliga","Flickor","Eligible",299.093
"Nyköping","Samtliga","Flickor","Ineligible",49.907
"Nyköping","Kommunal","Flickor","Total",226
"Nyköping","Kommunal","Flickor","Eligible",179.896
"Nyköping","Kommunal","Flickor","Ineligible",46.104
"Nyköping","Enskild","Flickor","Total",123
"Nyköping","Enskild","Flickor","Eligible",123
"Nyköping","Enskild","Flickor","Ineligible",0
"Nynäshamn","Samtliga","Flickor","Total",134
"Nynäshamn","Samtliga","Flickor","Eligible",114.972
"Nynäshamn","Samtliga","Flickor","Ineligible",19.028
"Nynäshamn","Kommunal","Flickor","Total",134
"Nynäshamn","Kommunal","Flickor","Eligible",114.972
"Nynäshamn","Kommunal","Flickor","Ineligible",19.028
"Nässjö","Samtliga","Flickor","Total",160
"Nässjö","Samtliga","Flickor","Eligible",123.04
"Nässjö","Samtliga","Flickor","Ineligible",36.96
"Nässjö","Kommunal","Flickor","Total",160
"Nässjö","Kommunal","Flickor","Eligible",123.04
"Nässjö","Kommunal","Flickor","Ineligible",36.96
"Ockelbo","Samtliga","Flickor","Total",31
"Ockelbo","Samtliga","Flickor","Eligible",31
"Ockelbo","Samtliga","Flickor","Ineligible",0
"Ockelbo","Kommunal","Flickor","Total",31
"Ockelbo","Kommunal","Flickor","Eligible",31
"Ockelbo","Kommunal","Flickor","Ineligible",0
"Olofström","Samtliga","Flickor","Total",68
"Olofström","Samtliga","Flickor","Eligible",68
"Olofström","Samtliga","Flickor","Ineligible",0
"Olofström","Kommunal","Flickor","Total",68
"Olofström","Kommunal","Flickor","Eligible",68
"Olofström","Kommunal","Flickor","Ineligible",0
"Orsa","Samtliga","Flickor","Total",37
"Orsa","Samtliga","Flickor","Eligible",27.01
"Orsa","Samtliga","Flickor","Ineligible",9.99
"Orsa","Kommunal","Flickor","Total",37
"Orsa","Kommunal","Flickor","Eligible",27.01
"Orsa","Kommunal","Flickor","Ineligible",9.99
"Orust","Samtliga","Flickor","Total",62
"Orust","Samtliga","Flickor","Eligible",62
"Orust","Samtliga","Flickor","Ineligible",0
"Orust","Kommunal","Flickor","Total",58
"Orust","Kommunal","Flickor","Eligible",58
"Orust","Kommunal","Flickor","Ineligible",0
"Orust","Enskild","Flickor","Total",0
"Orust","Enskild","Flickor","Eligible",0
"Orust","Enskild","Flickor","Ineligible",0
"Osby","Samtliga","Flickor","Total",75
"Osby","Samtliga","Flickor","Eligible",60
"Osby","Samtliga","Flickor","Ineligible",15
"Osby","Kommunal","Flickor","Total",75
"Osby","Kommunal","Flickor","Eligible",60
"Osby","Kommunal","Flickor","Ineligible",15
"Oskarshamn","Samtliga","Flickor","Total",145
"Oskarshamn","Samtliga","Flickor","Eligible",127.02
"Oskarshamn","Samtliga","Flickor","Ineligible",17.98
"Oskarshamn","Kommunal","Flickor","Total",145
"Oskarshamn","Kommunal","Flickor","Eligible",127.02
"Oskarshamn","Kommunal","Flickor","Ineligible",17.98
"Ovanåker","Samtliga","Flickor","Total",51
"Ovanåker","Samtliga","Flickor","Eligible",51
"Ovanåker","Samtliga","Flickor","Ineligible",0
"Ovanåker","Kommunal","Flickor","Total",51
"Ovanåker","Kommunal","Flickor","Eligible",51
"Ovanåker","Kommunal","Flickor","Ineligible",0
"Oxelösund","Samtliga","Flickor","Total",61
"Oxelösund","Samtliga","Flickor","Eligible",45.994
"Oxelösund","Samtliga","Flickor","Ineligible",15.006
"Oxelösund","Kommunal","Flickor","Total",61
"Oxelösund","Kommunal","Flickor","Eligible",45.994
"Oxelösund","Kommunal","Flickor","Ineligible",15.006
"Pajala","Samtliga","Flickor","Total",38
"Pajala","Samtliga","Flickor","Eligible",38
"Pajala","Samtliga","Flickor","Ineligible",0
"Pajala","Kommunal","Flickor","Total",34
"Pajala","Kommunal","Flickor","Eligible",34
"Pajala","Kommunal","Flickor","Ineligible",0
"Pajala","Enskild","Flickor","Total",0
"Pajala","Enskild","Flickor","Eligible",0
"Pajala","Enskild","Flickor","Ineligible",0
"Partille","Samtliga","Flickor","Total",226
"Partille","Samtliga","Flickor","Eligible",192.1
"Partille","Samtliga","Flickor","Ineligible",33.9
"Partille","Kommunal","Flickor","Total",216
"Partille","Kommunal","Flickor","Eligible",182.088
"Partille","Kommunal","Flickor","Ineligible",33.912
"Partille","Enskild","Flickor","Total",0
"Partille","Enskild","Flickor","Eligible",0
"Partille","Enskild","Flickor","Ineligible",0
"Perstorp","Samtliga","Flickor","Total",33
"Perstorp","Samtliga","Flickor","Eligible",33
"Perstorp","Samtliga","Flickor","Ineligible",0
"Perstorp","Kommunal","Flickor","Total",33
"Perstorp","Kommunal","Flickor","Eligible",33
"Perstorp","Kommunal","Flickor","Ineligible",0
"Piteå","Samtliga","Flickor","Total",230
"Piteå","Samtliga","Flickor","Eligible",213.9
"Piteå","Samtliga","Flickor","Ineligible",16.1
"Piteå","Kommunal","Flickor","Total",230
"Piteå","Kommunal","Flickor","Eligible",213.9
"Piteå","Kommunal","Flickor","Ineligible",16.1
"Ragunda","Samtliga","Flickor","Total",31
"Ragunda","Samtliga","Flickor","Eligible",31
"Ragunda","Samtliga","Flickor","Ineligible",0
"Ragunda","Kommunal","Flickor","Total",31
"Ragunda","Kommunal","Flickor","Eligible",31
"Ragunda","Kommunal","Flickor","Ineligible",0
"Robertsfors","Samtliga","Flickor","Total",21
"Robertsfors","Samtliga","Flickor","Eligible",21
"Robertsfors","Samtliga","Flickor","Ineligible",0
"Robertsfors","Kommunal","Flickor","Total",21
"Robertsfors","Kommunal","Flickor","Eligible",21
"Robertsfors","Kommunal","Flickor","Ineligible",0
"Ronneby","Samtliga","Flickor","Total",135
"Ronneby","Samtliga","Flickor","Eligible",103.005
"Ronneby","Samtliga","Flickor","Ineligible",31.995
"Ronneby","Kommunal","Flickor","Total",127
"Ronneby","Kommunal","Flickor","Eligible",97.028
"Ronneby","Kommunal","Flickor","Ineligible",29.972
"Ronneby","Enskild","Flickor","Total",0
"Ronneby","Enskild","Flickor","Eligible",0
"Ronneby","Enskild","Flickor","Ineligible",0
"Rättvik","Samtliga","Flickor","Total",52
"Rättvik","Samtliga","Flickor","Eligible",52
"Rättvik","Samtliga","Flickor","Ineligible",0
"Rättvik","Kommunal","Flickor","Total",52
"Rättvik","Kommunal","Flickor","Eligible",52
"Rättvik","Kommunal","Flickor","Ineligible",0
"Sala","Samtliga","Flickor","Total",125
"Sala","Samtliga","Flickor","Eligible",104
"Sala","Samtliga","Flickor","Ineligible",21
"Sala","Kommunal","Flickor","Total",125
"Sala","Kommunal","Flickor","Eligible",104
"Sala","Kommunal","Flickor","Ineligible",21
"Salem","Samtliga","Flickor","Total",108
"Salem","Samtliga","Flickor","Eligible",108
"Salem","Samtliga","Flickor","Ineligible",0
"Salem","Kommunal","Flickor","Total",96
"Salem","Kommunal","Flickor","Eligible",96
"Salem","Kommunal","Flickor","Ineligible",0
"Salem","Enskild","Flickor","Total",12
"Salem","Enskild","Flickor","Eligible",12
"Salem","Enskild","Flickor","Ineligible",0
"Sandviken","Samtliga","Flickor","Total",200
"Sandviken","Samtliga","Flickor","Eligible",155
"Sandviken","Samtliga","Flickor","Ineligible",45
"Sandviken","Kommunal","Flickor","Total",193
"Sandviken","Kommunal","Flickor","Eligible",148.031
"Sandviken","Kommunal","Flickor","Ineligible",44.969
"Sandviken","Enskild","Flickor","Total",0
"Sandviken","Enskild","Flickor","Eligible",0
"Sandviken","Enskild","Flickor","Ineligible",0
"Sigtuna","Samtliga","Flickor","Total",269
"Sigtuna","Samtliga","Flickor","Eligible",245.328
"Sigtuna","Samtliga","Flickor","Ineligible",23.672
"Sigtuna","Kommunal","Flickor","Total",179
"Sigtuna","Kommunal","Flickor","Eligible",158.057
"Sigtuna","Kommunal","Flickor","Ineligible",20.943
"Sigtuna","Enskild","Flickor","Total",90
"Sigtuna","Enskild","Flickor","Eligible",90
"Sigtuna","Enskild","Flickor","Ineligible",0
"Simrishamn","Samtliga","Flickor","Total",109
"Simrishamn","Samtliga","Flickor","Eligible",82.949
"Simrishamn","Samtliga","Flickor","Ineligible",26.051
"Simrishamn","Kommunal","Flickor","Total",80
"Simrishamn","Kommunal","Flickor","Eligible",56
"Simrishamn","Kommunal","Flickor","Ineligible",24
"Simrishamn","Enskild","Flickor","Total",29
"Simrishamn","Enskild","Flickor","Eligible",29
"Simrishamn","Enskild","Flickor","Ineligible",0
"Sjöbo","Samtliga","Flickor","Total",32
"Sjöbo","Samtliga","Flickor","Eligible",32
"Sjöbo","Samtliga","Flickor","Ineligible",0
"Sjöbo","Kommunal","Flickor","Total",31
"Sjöbo","Kommunal","Flickor","Eligible",31
"Sjöbo","Kommunal","Flickor","Ineligible",0
"Sjöbo","Enskild","Flickor","Total",0
"Sjöbo","Enskild","Flickor","Eligible",0
"Sjöbo","Enskild","Flickor","Ineligible",0
"Skara","Samtliga","Flickor","Total",99
"Skara","Samtliga","Flickor","Eligible",99
"Skara","Samtliga","Flickor","Ineligible",0
"Skara","Kommunal","Flickor","Total",75
"Skara","Kommunal","Flickor","Eligible",75
"Skara","Kommunal","Flickor","Ineligible",0
"Skara","Enskild","Flickor","Total",24
"Skara","Enskild","Flickor","Eligible",24
"Skara","Enskild","Flickor","Ineligible",0
"Skellefteå","Samtliga","Flickor","Total",363
"Skellefteå","Samtliga","Flickor","Eligible",315.084
"Skellefteå","Samtliga","Flickor","Ineligible",47.916
"Skellefteå","Kommunal","Flickor","Total",352
"Skellefteå","Kommunal","Flickor","Eligible",305.888
"Skellefteå","Kommunal","Flickor","Ineligible",46.112
"Skellefteå","Enskild","Flickor","Total",11
"Skellefteå","Enskild","Flickor","Eligible",11
"Skellefteå","Enskild","Flickor","Ineligible",0
"Skinnskatteberg","Samtliga","Flickor","Total",23
"Skinnskatteberg","Samtliga","Flickor","Eligible",23
"Skinnskatteberg","Samtliga","Flickor","Ineligible",0
"Skinnskatteberg","Kommunal","Flickor","Total",23
"Skinnskatteberg","Kommunal","Flickor","Eligible",23
"Skinnskatteberg","Kommunal","Flickor","Ineligible",0
"Skurup","Samtliga","Flickor","Total",67
"Skurup","Samtliga","Flickor","Eligible",54.002
"Skurup","Samtliga","Flickor","Ineligible",12.998
"Skurup","Kommunal","Flickor","Total",67
"Skurup","Kommunal","Flickor","Eligible",54.002
"Skurup","Kommunal","Flickor","Ineligible",12.998
"Skövde","Samtliga","Flickor","Total",264
"Skövde","Samtliga","Flickor","Eligible",234.96
"Skövde","Samtliga","Flickor","Ineligible",29.04
"Skövde","Kommunal","Flickor","Total",259
"Skövde","Kommunal","Flickor","Eligible",231.028
"Skövde","Kommunal","Flickor","Ineligible",27.972
"Skövde","Enskild","Flickor","Total",0
"Skövde","Enskild","Flickor","Eligible",0
"Skövde","Enskild","Flickor","Ineligible",0
"Smedjebacken","Samtliga","Flickor","Total",46
"Smedjebacken","Samtliga","Flickor","Eligible",46
"Smedjebacken","Samtliga","Flickor","Ineligible",0
"Smedjebacken","Kommunal","Flickor","Total",46
"Smedjebacken","Kommunal","Flickor","Eligible",46
"Smedjebacken","Kommunal","Flickor","Ineligible",0
"Sollefteå","Samtliga","Flickor","Total",104
"Sollefteå","Samtliga","Flickor","Eligible",76.96
"Sollefteå","Samtliga","Flickor","Ineligible",27.04
"Sollefteå","Kommunal","Flickor","Total",104
"Sollefteå","Kommunal","Flickor","Eligible",76.96
"Sollefteå","Kommunal","Flickor","Ineligible",27.04
"Sollentuna","Samtliga","Flickor","Total",464
"Sollentuna","Samtliga","Flickor","Eligible",423.168
"Sollentuna","Samtliga","Flickor","Ineligible",40.832
"Sollentuna","Kommunal","Flickor","Total",350
"Sollentuna","Kommunal","Flickor","Eligible",320.95
"Sollentuna","Kommunal","Flickor","Ineligible",29.05
"Sollentuna","Enskild","Flickor","Total",114
"Sollentuna","Enskild","Flickor","Eligible",102.03
"Sollentuna","Enskild","Flickor","Ineligible",11.97
"Solna","Samtliga","Flickor","Total",234
"Solna","Samtliga","Flickor","Eligible",205.92
"Solna","Samtliga","Flickor","Ineligible",28.08
"Solna","Kommunal","Flickor","Total",152
"Solna","Kommunal","Flickor","Eligible",138.928
"Solna","Kommunal","Flickor","Ineligible",13.072
"Solna","Enskild","Flickor","Total",82
"Solna","Enskild","Flickor","Eligible",66.994
"Solna","Enskild","Flickor","Ineligible",15.006
"Sorsele","Samtliga","Flickor","Total",12
"Sorsele","Samtliga","Flickor","Eligible",12
"Sorsele","Samtliga","Flickor","Ineligible",0
"Sorsele","Kommunal","Flickor","Total",12
"Sorsele","Kommunal","Flickor","Eligible",12
"Sorsele","Kommunal","Flickor","Ineligible",0
"Sotenäs","Samtliga","Flickor","Total",26
"Sotenäs","Samtliga","Flickor","Eligible",26
"Sotenäs","Samtliga","Flickor","Ineligible",0
"Sotenäs","Kommunal","Flickor","Total",26
"Sotenäs","Kommunal","Flickor","Eligible",26
"Sotenäs","Kommunal","Flickor","Ineligible",0
"Staffanstorp","Samtliga","Flickor","Total",145
"Staffanstorp","Samtliga","Flickor","Eligible",145
"Staffanstorp","Samtliga","Flickor","Ineligible",0
"Staffanstorp","Kommunal","Flickor","Total",145
"Staffanstorp","Kommunal","Flickor","Eligible",145
"Staffanstorp","Kommunal","Flickor","Ineligible",0
"Stenungsund","Samtliga","Flickor","Total",165
"Stenungsund","Samtliga","Flickor","Eligible",142.065
"Stenungsund","Samtliga","Flickor","Ineligible",22.935
"Stenungsund","Kommunal","Flickor","Total",154
"Stenungsund","Kommunal","Flickor","Eligible",131.978
"Stenungsund","Kommunal","Flickor","Ineligible",22.022
"Stenungsund","Enskild","Flickor","Total",0
"Stenungsund","Enskild","Flickor","Eligible",0
"Stenungsund","Enskild","Flickor","Ineligible",0
"Stockholm","Samtliga","Flickor","Total",4810
"Stockholm","Samtliga","Flickor","Eligible",4319.38
"Stockholm","Samtliga","Flickor","Ineligible",490.62
"Stockholm","Kommunal","Flickor","Total",2864
"Stockholm","Kommunal","Flickor","Eligible",2508.864
"Stockholm","Kommunal","Flickor","Ineligible",355.136
"Stockholm","Enskild","Flickor","Total",1946
"Stockholm","Enskild","Flickor","Eligible",1809.78
"Stockholm","Enskild","Flickor","Ineligible",136.22
"Storfors","Samtliga","Flickor","Total",28
"Storfors","Samtliga","Flickor","Eligible",28
"Storfors","Samtliga","Flickor","Ineligible",0
"Storfors","Kommunal","Flickor","Total",16
"Storfors","Kommunal","Flickor","Eligible",16
"Storfors","Kommunal","Flickor","Ineligible",0
"Storfors","Enskild","Flickor","Total",12
"Storfors","Enskild","Flickor","Eligible",12
"Storfors","Enskild","Flickor","Ineligible",0
"Storuman","Samtliga","Flickor","Total",21
"Storuman","Samtliga","Flickor","Eligible",21
"Storuman","Samtliga","Flickor","Ineligible",0
"Storuman","Kommunal","Flickor","Total",21
"Storuman","Kommunal","Flickor","Eligible",21
"Storuman","Kommunal","Flickor","Ineligible",0
"Strängnäs","Samtliga","Flickor","Total",221
"Strängnäs","Samtliga","Flickor","Eligible",196.027
"Strängnäs","Samtliga","Flickor","Ineligible",24.973
"Strängnäs","Kommunal","Flickor","Total",114
"Strängnäs","Kommunal","Flickor","Eligible",91.998
"Strängnäs","Kommunal","Flickor","Ineligible",22.002
"Strängnäs","Enskild","Flickor","Total",107
"Strängnäs","Enskild","Flickor","Eligible",107
"Strängnäs","Enskild","Flickor","Ineligible",0
"Strömstad","Samtliga","Flickor","Total",63
"Strömstad","Samtliga","Flickor","Eligible",51.03
"Strömstad","Samtliga","Flickor","Ineligible",11.97
"Strömstad","Kommunal","Flickor","Total",63
"Strömstad","Kommunal","Flickor","Eligible",51.03
"Strömstad","Kommunal","Flickor","Ineligible",11.97
"Strömsund","Samtliga","Flickor","Total",60
"Strömsund","Samtliga","Flickor","Eligible",60
"Strömsund","Samtliga","Flickor","Ineligible",0
"Strömsund","Kommunal","Flickor","Total",60
"Strömsund","Kommunal","Flickor","Eligible",60
"Strömsund","Kommunal","Flickor","Ineligible",0
"Sundbyberg","Samtliga","Flickor","Total",156
"Sundbyberg","Samtliga","Flickor","Eligible",131.976
"Sundbyberg","Samtliga","Flickor","Ineligible",24.024
"Sundbyberg","Kommunal","Flickor","Total",77
"Sundbyberg","Kommunal","Flickor","Eligible",61.985
"Sundbyberg","Kommunal","Flickor","Ineligible",15.015
"Sundbyberg","Enskild","Flickor","Total",79
"Sundbyberg","Enskild","Flickor","Eligible",79
"Sundbyberg","Enskild","Flickor","Ineligible",0
"Sundsvall","Samtliga","Flickor","Total",571
"Sundsvall","Samtliga","Flickor","Eligible",484.779
"Sundsvall","Samtliga","Flickor","Ineligible",86.221
"Sundsvall","Kommunal","Flickor","Total",398
"Sundsvall","Kommunal","Flickor","Eligible",316.012
"Sundsvall","Kommunal","Flickor","Ineligible",81.988
"Sundsvall","Enskild","Flickor","Total",173
"Sundsvall","Enskild","Flickor","Eligible",173
"Sundsvall","Enskild","Flickor","Ineligible",0
"Sunne","Samtliga","Flickor","Total",68
"Sunne","Samtliga","Flickor","Eligible",68
"Sunne","Samtliga","Flickor","Ineligible",0
"Sunne","Kommunal","Flickor","Total",68
"Sunne","Kommunal","Flickor","Eligible",68
"Sunne","Kommunal","Flickor","Ineligible",0
"Surahammar","Samtliga","Flickor","Total",59
"Surahammar","Samtliga","Flickor","Eligible",48.026
"Surahammar","Samtliga","Flickor","Ineligible",10.974
"Surahammar","Kommunal","Flickor","Total",59
"Surahammar","Kommunal","Flickor","Eligible",48.026
"Surahammar","Kommunal","Flickor","Ineligible",10.974
"Svalöv","Samtliga","Flickor","Total",79
"Svalöv","Samtliga","Flickor","Eligible",68.019
"Svalöv","Samtliga","Flickor","Ineligible",10.981
"Svalöv","Kommunal","Flickor","Total",52
"Svalöv","Kommunal","Flickor","Eligible",52
"Svalöv","Kommunal","Flickor","Ineligible",0
"Svalöv","Enskild","Flickor","Total",27
"Svalöv","Enskild","Flickor","Eligible",27
"Svalöv","Enskild","Flickor","Ineligible",0
"Svedala","Samtliga","Flickor","Total",125
"Svedala","Samtliga","Flickor","Eligible",114
"Svedala","Samtliga","Flickor","Ineligible",11
"Svedala","Kommunal","Flickor","Total",125
"Svedala","Kommunal","Flickor","Eligible",114
"Svedala","Kommunal","Flickor","Ineligible",11
"Svenljunga","Samtliga","Flickor","Total",54
"Svenljunga","Samtliga","Flickor","Eligible",36.018
"Svenljunga","Samtliga","Flickor","Ineligible",17.982
"Svenljunga","Kommunal","Flickor","Total",54
"Svenljunga","Kommunal","Flickor","Eligible",36.018
"Svenljunga","Kommunal","Flickor","Ineligible",17.982
"Säffle","Samtliga","Flickor","Total",73
"Säffle","Samtliga","Flickor","Eligible",73
"Säffle","Samtliga","Flickor","Ineligible",0
"Säffle","Kommunal","Flickor","Total",73
"Säffle","Kommunal","Flickor","Eligible",73
"Säffle","Kommunal","Flickor","Ineligible",0
"Säter","Samtliga","Flickor","Total",40
"Säter","Samtliga","Flickor","Eligible",40
"Säter","Samtliga","Flickor","Ineligible",0
"Säter","Kommunal","Flickor","Total",40
"Säter","Kommunal","Flickor","Eligible",40
"Säter","Kommunal","Flickor","Ineligible",0
"Sävsjö","Samtliga","Flickor","Total",74
"Sävsjö","Samtliga","Flickor","Eligible",74
"Sävsjö","Samtliga","Flickor","Ineligible",0
"Sävsjö","Kommunal","Flickor","Total",65
"Sävsjö","Kommunal","Flickor","Eligible",65
"Sävsjö","Kommunal","Flickor","Ineligible",0
"Sävsjö","Enskild","Flickor","Total",0
"Sävsjö","Enskild","Flickor","Eligible",0
"Sävsjö","Enskild","Flickor","Ineligible",0
"Söderhamn","Samtliga","Flickor","Total",111
"Söderhamn","Samtliga","Flickor","Eligible",87.024
"Söderhamn","Samtliga","Flickor","Ineligible",23.976
"Söderhamn","Kommunal","Flickor","Total",110
"Söderhamn","Kommunal","Flickor","Eligible",86.02
"Söderhamn","Kommunal","Flickor","Ineligible",23.98
"Söderhamn","Enskild","Flickor","Total",0
"Söderhamn","Enskild","Flickor","Eligible",0
"Söderhamn","Enskild","Flickor","Ineligible",0
"Söderköping","Samtliga","Flickor","Total",81
"Söderköping","Samtliga","Flickor","Eligible",81
"Söderköping","Samtliga","Flickor","Ineligible",0
"Söderköping","Kommunal","Flickor","Total",71
"Söderköping","Kommunal","Flickor","Eligible",71
"Söderköping","Kommunal","Flickor","Ineligible",0
"Söderköping","Enskild","Flickor","Total",0
"Söderköping","Enskild","Flickor","Eligible",0
"Söderköping","Enskild","Flickor","Ineligible",0
"Södertälje","Samtliga","Flickor","Total",561
"Södertälje","Samtliga","Flickor","Eligible",472.923
"Södertälje","Samtliga","Flickor","Ineligible",88.077
"Södertälje","Kommunal","Flickor","Total",424
"Södertälje","Kommunal","Flickor","Eligible",354.04
"Södertälje","Kommunal","Flickor","Ineligible",69.96
"Södertälje","Enskild","Flickor","Total",137
"Södertälje","Enskild","Flickor","Eligible",119.053
"Södertälje","Enskild","Flickor","Ineligible",17.947
"Sölvesborg","Samtliga","Flickor","Total",85
"Sölvesborg","Samtliga","Flickor","Eligible",71.995
"Sölvesborg","Samtliga","Flickor","Ineligible",13.005
"Sölvesborg","Kommunal","Flickor","Total",85
"Sölvesborg","Kommunal","Flickor","Eligible",71.995
"Sölvesborg","Kommunal","Flickor","Ineligible",13.005
"Tanum","Samtliga","Flickor","Total",63
"Tanum","Samtliga","Flickor","Eligible",51.975
