"Municipality","SchoolOrganiser","Gender","Students","value"
"Tidaholm","Kommunal","Pojkar","Ineligible",16.036
"Tierp","Samtliga","Pojkar","Total",102
"Tierp","Samtliga","Pojkar","Eligible",83.028
"Tierp","Samtliga","Pojkar","Ineligible",18.972
"Tierp","Kommunal","Pojkar","Total",102
"Tierp","Kommunal","Pojkar","Eligible",83.028
"Tierp","Kommunal","Pojkar","Ineligible",18.972
"Timrå","Samtliga","Pojkar","Total",86
"Timrå","Samtliga","Pojkar","Eligible",65.962
"Timrå","Samtliga","Pojkar","Ineligible",20.038
"Timrå","Kommunal","Pojkar","Total",86
"Timrå","Kommunal","Pojkar","Eligible",65.962
"Timrå","Kommunal","Pojkar","Ineligible",20.038
"Tingsryd","Samtliga","Pojkar","Total",69
"Tingsryd","Samtliga","Pojkar","Eligible",56.994
"Tingsryd","Samtliga","Pojkar","Ineligible",12.006
"Tingsryd","Kommunal","Pojkar","Total",50
"Tingsryd","Kommunal","Pojkar","Eligible",40
"Tingsryd","Kommunal","Pojkar","Ineligible",10
"Tingsryd","Enskild","Pojkar","Total",19
"Tingsryd","Enskild","Pojkar","Eligible",19
"Tingsryd","Enskild","Pojkar","Ineligible",0
"Tjörn","Samtliga","Pojkar","Total",81
"Tjörn","Samtliga","Pojkar","Eligible",68.04
"Tjörn","Samtliga","Pojkar","Ineligible",12.96
"Tjörn","Kommunal","Pojkar","Total",81
"Tjörn","Kommunal","Pojkar","Eligible",68.04
"Tjörn","Kommunal","Pojkar","Ineligible",12.96
"Tomelilla","Samtliga","Pojkar","Total",54
"Tomelilla","Samtliga","Pojkar","Eligible",32.022
"Tomelilla","Samtliga","Pojkar","Ineligible",21.978
"Tomelilla","Kommunal","Pojkar","Total",54
"Tomelilla","Kommunal","Pojkar","Eligible",32.022
"Tomelilla","Kommunal","Pojkar","Ineligible",21.978
"Torsby","Samtliga","Pojkar","Total",56
"Torsby","Samtliga","Pojkar","Eligible",56
"Torsby","Samtliga","Pojkar","Ineligible",0
"Torsby","Kommunal","Pojkar","Total",56
"Torsby","Kommunal","Pojkar","Eligible",56
"Torsby","Kommunal","Pojkar","Ineligible",0
"Torsås","Samtliga","Pojkar","Total",43
"Torsås","Samtliga","Pojkar","Eligible",31.992
"Torsås","Samtliga","Pojkar","Ineligible",11.008
"Torsås","Kommunal","Pojkar","Total",43
"Torsås","Kommunal","Pojkar","Eligible",31.992
"Torsås","Kommunal","Pojkar","Ineligible",11.008
"Tranemo","Samtliga","Pojkar","Total",69
"Tranemo","Samtliga","Pojkar","Eligible",50.025
"Tranemo","Samtliga","Pojkar","Ineligible",18.975
"Tranemo","Kommunal","Pojkar","Total",69
"Tranemo","Kommunal","Pojkar","Eligible",50.025
"Tranemo","Kommunal","Pojkar","Ineligible",18.975
"Tranås","Samtliga","Pojkar","Total",106
"Tranås","Samtliga","Pojkar","Eligible",89.04
"Tranås","Samtliga","Pojkar","Ineligible",16.96
"Tranås","Kommunal","Pojkar","Total",106
"Tranås","Kommunal","Pojkar","Eligible",89.04
"Tranås","Kommunal","Pojkar","Ineligible",16.96
"Trelleborg","Samtliga","Pojkar","Total",249
"Trelleborg","Samtliga","Pojkar","Eligible",211.899
"Trelleborg","Samtliga","Pojkar","Ineligible",37.101
"Trelleborg","Kommunal","Pojkar","Total",224
"Trelleborg","Kommunal","Pojkar","Eligible",187.936
"Trelleborg","Kommunal","Pojkar","Ineligible",36.064
"Trelleborg","Enskild","Pojkar","Total",25
"Trelleborg","Enskild","Pojkar","Eligible",25
"Trelleborg","Enskild","Pojkar","Ineligible",0
"Trollhättan","Samtliga","Pojkar","Total",345
"Trollhättan","Samtliga","Pojkar","Eligible",287.04
"Trollhättan","Samtliga","Pojkar","Ineligible",57.96
"Trollhättan","Kommunal","Pojkar","Total",299
"Trollhättan","Kommunal","Pojkar","Eligible",246.974
"Trollhättan","Kommunal","Pojkar","Ineligible",52.026
"Trollhättan","Enskild","Pojkar","Total",46
"Trollhättan","Enskild","Pojkar","Eligible",46
"Trollhättan","Enskild","Pojkar","Ineligible",0
"Trosa","Samtliga","Pojkar","Total",79
"Trosa","Samtliga","Pojkar","Eligible",68.967
"Trosa","Samtliga","Pojkar","Ineligible",10.033
"Trosa","Kommunal","Pojkar","Total",79
"Trosa","Kommunal","Pojkar","Eligible",68.967
"Trosa","Kommunal","Pojkar","Ineligible",10.033
"Tyresö","Samtliga","Pojkar","Total",336
"Tyresö","Samtliga","Pojkar","Eligible",301.056
"Tyresö","Samtliga","Pojkar","Ineligible",34.944
"Tyresö","Kommunal","Pojkar","Total",255
"Tyresö","Kommunal","Pojkar","Eligible",221.085
"Tyresö","Kommunal","Pojkar","Ineligible",33.915
"Tyresö","Enskild","Pojkar","Total",81
"Tyresö","Enskild","Pojkar","Eligible",81
"Tyresö","Enskild","Pojkar","Ineligible",0
"Täby","Samtliga","Pojkar","Total",701
"Täby","Samtliga","Pojkar","Eligible",653.332
"Täby","Samtliga","Pojkar","Ineligible",47.668
"Täby","Kommunal","Pojkar","Total",287
"Täby","Kommunal","Pojkar","Eligible",266.049
"Täby","Kommunal","Pojkar","Ineligible",20.951
"Täby","Enskild","Pojkar","Total",414
"Täby","Enskild","Pojkar","Eligible",387.09
"Täby","Enskild","Pojkar","Ineligible",26.91
"Töreboda","Samtliga","Pojkar","Total",49
"Töreboda","Samtliga","Pojkar","Eligible",36.015
"Töreboda","Samtliga","Pojkar","Ineligible",12.985
"Töreboda","Kommunal","Pojkar","Total",49
"Töreboda","Kommunal","Pojkar","Eligible",36.015
"Töreboda","Kommunal","Pojkar","Ineligible",12.985
"Uddevalla","Samtliga","Pojkar","Total",314
"Uddevalla","Samtliga","Pojkar","Eligible",261.876
"Uddevalla","Samtliga","Pojkar","Ineligible",52.124
"Uddevalla","Kommunal","Pojkar","Total",263
"Uddevalla","Kommunal","Pojkar","Eligible",219.079
"Uddevalla","Kommunal","Pojkar","Ineligible",43.921
"Uddevalla","Enskild","Pojkar","Total",51
"Uddevalla","Enskild","Pojkar","Eligible",51
"Uddevalla","Enskild","Pojkar","Ineligible",0
"Ulricehamn","Samtliga","Pojkar","Total",133
"Ulricehamn","Samtliga","Pojkar","Eligible",102.011
"Ulricehamn","Samtliga","Pojkar","Ineligible",30.989
"Ulricehamn","Kommunal","Pojkar","Total",133
"Ulricehamn","Kommunal","Pojkar","Eligible",102.011
"Ulricehamn","Kommunal","Pojkar","Ineligible",30.989
"Umeå","Samtliga","Pojkar","Total",667
"Umeå","Samtliga","Pojkar","Eligible",588.961
"Umeå","Samtliga","Pojkar","Ineligible",78.039
"Umeå","Kommunal","Pojkar","Total",529
"Umeå","Kommunal","Pojkar","Eligible",455.998
"Umeå","Kommunal","Pojkar","Ineligible",73.002
"Umeå","Enskild","Pojkar","Total",138
"Umeå","Enskild","Pojkar","Eligible",138
"Umeå","Enskild","Pojkar","Ineligible",0
"Upplands Väsby","Samtliga","Pojkar","Total",253
"Upplands Väsby","Samtliga","Pojkar","Eligible",213.026
"Upplands Väsby","Samtliga","Pojkar","Ineligible",39.974
"Upplands Väsby","Kommunal","Pojkar","Total",117
"Upplands Väsby","Kommunal","Pojkar","Eligible",89.037
"Upplands Väsby","Kommunal","Pojkar","Ineligible",27.963
"Upplands Väsby","Enskild","Pojkar","Total",136
"Upplands Väsby","Enskild","Pojkar","Eligible",124.032
"Upplands Väsby","Enskild","Pojkar","Ineligible",11.968
"Upplands-Bro","Samtliga","Pojkar","Total",165
"Upplands-Bro","Samtliga","Pojkar","Eligible",138.93
"Upplands-Bro","Samtliga","Pojkar","Ineligible",26.07
"Upplands-Bro","Kommunal","Pojkar","Total",147
"Upplands-Bro","Kommunal","Pojkar","Eligible",124.95
"Upplands-Bro","Kommunal","Pojkar","Ineligible",22.05
"Upplands-Bro","Enskild","Pojkar","Total",0
"Upplands-Bro","Enskild","Pojkar","Eligible",0
"Upplands-Bro","Enskild","Pojkar","Ineligible",0
"Uppsala","Samtliga","Pojkar","Total",1248
"Uppsala","Samtliga","Pojkar","Eligible",1072.032
"Uppsala","Samtliga","Pojkar","Ineligible",175.968
"Uppsala","Kommunal","Pojkar","Total",882
"Uppsala","Kommunal","Pojkar","Eligible",735.588
"Uppsala","Kommunal","Pojkar","Ineligible",146.412
"Uppsala","Enskild","Pojkar","Total",366
"Uppsala","Enskild","Pojkar","Eligible",335.988
"Uppsala","Enskild","Pojkar","Ineligible",30.012
"Uppvidinge","Samtliga","Pojkar","Total",67
"Uppvidinge","Samtliga","Pojkar","Eligible",41.004
"Uppvidinge","Samtliga","Pojkar","Ineligible",25.996
"Uppvidinge","Kommunal","Pojkar","Total",67
"Uppvidinge","Kommunal","Pojkar","Eligible",41.004
"Uppvidinge","Kommunal","Pojkar","Ineligible",25.996
"Vadstena","Samtliga","Pojkar","Total",49
"Vadstena","Samtliga","Pojkar","Eligible",49
"Vadstena","Samtliga","Pojkar","Ineligible",0
"Vadstena","Kommunal","Pojkar","Total",49
"Vadstena","Kommunal","Pojkar","Eligible",49
"Vadstena","Kommunal","Pojkar","Ineligible",0
"Vaggeryd","Samtliga","Pojkar","Total",83
"Vaggeryd","Samtliga","Pojkar","Eligible",62.997
"Vaggeryd","Samtliga","Pojkar","Ineligible",20.003
"Vaggeryd","Kommunal","Pojkar","Total",83
"Vaggeryd","Kommunal","Pojkar","Eligible",62.997
"Vaggeryd","Kommunal","Pojkar","Ineligible",20.003
"Valdemarsvik","Samtliga","Pojkar","Total",32
"Valdemarsvik","Samtliga","Pojkar","Eligible",32
"Valdemarsvik","Samtliga","Pojkar","Ineligible",0
"Valdemarsvik","Kommunal","Pojkar","Total",32
"Valdemarsvik","Kommunal","Pojkar","Eligible",32
"Valdemarsvik","Kommunal","Pojkar","Ineligible",0
"Vallentuna","Samtliga","Pojkar","Total",193
"Vallentuna","Samtliga","Pojkar","Eligible",176.016
"Vallentuna","Samtliga","Pojkar","Ineligible",16.984
"Vallentuna","Kommunal","Pojkar","Total",143
"Vallentuna","Kommunal","Pojkar","Eligible",128.986
"Vallentuna","Kommunal","Pojkar","Ineligible",14.014
"Vallentuna","Enskild","Pojkar","Total",50
"Vallentuna","Enskild","Pojkar","Eligible",50
"Vallentuna","Enskild","Pojkar","Ineligible",0
"Vansbro","Samtliga","Pojkar","Total",35
"Vansbro","Samtliga","Pojkar","Eligible",22.995
"Vansbro","Samtliga","Pojkar","Ineligible",12.005
"Vansbro","Kommunal","Pojkar","Total",35
"Vansbro","Kommunal","Pojkar","Eligible",22.995
"Vansbro","Kommunal","Pojkar","Ineligible",12.005
"Vara","Samtliga","Pojkar","Total",100
"Vara","Samtliga","Pojkar","Eligible",81
"Vara","Samtliga","Pojkar","Ineligible",19
"Vara","Kommunal","Pojkar","Total",100
"Vara","Kommunal","Pojkar","Eligible",81
"Vara","Kommunal","Pojkar","Ineligible",19
"Varberg","Samtliga","Pojkar","Total",376
"Varberg","Samtliga","Pojkar","Eligible",330.128
"Varberg","Samtliga","Pojkar","Ineligible",45.872
"Varberg","Kommunal","Pojkar","Total",354
"Varberg","Kommunal","Pojkar","Eligible",310.104
"Varberg","Kommunal","Pojkar","Ineligible",43.896
"Varberg","Enskild","Pojkar","Total",22
"Varberg","Enskild","Pojkar","Eligible",22
"Varberg","Enskild","Pojkar","Ineligible",0
"Vaxholm","Samtliga","Pojkar","Total",71
"Vaxholm","Samtliga","Pojkar","Eligible",71
"Vaxholm","Samtliga","Pojkar","Ineligible",0
"Vaxholm","Kommunal","Pojkar","Total",71
"Vaxholm","Kommunal","Pojkar","Eligible",71
"Vaxholm","Kommunal","Pojkar","Ineligible",0
"Vellinge","Samtliga","Pojkar","Total",257
"Vellinge","Samtliga","Pojkar","Eligible",242.094
"Vellinge","Samtliga","Pojkar","Ineligible",14.906
"Vellinge","Kommunal","Pojkar","Total",184
"Vellinge","Kommunal","Pojkar","Eligible",170.936
"Vellinge","Kommunal","Pojkar","Ineligible",13.064
"Vellinge","Enskild","Pojkar","Total",73
"Vellinge","Enskild","Pojkar","Eligible",73
"Vellinge","Enskild","Pojkar","Ineligible",0
"Vetlanda","Samtliga","Pojkar","Total",158
"Vetlanda","Samtliga","Pojkar","Eligible",117.078
"Vetlanda","Samtliga","Pojkar","Ineligible",40.922
"Vetlanda","Kommunal","Pojkar","Total",152
"Vetlanda","Kommunal","Pojkar","Eligible",114
"Vetlanda","Kommunal","Pojkar","Ineligible",38
"Vetlanda","Enskild","Pojkar","Total",0
"Vetlanda","Enskild","Pojkar","Eligible",0
"Vetlanda","Enskild","Pojkar","Ineligible",0
"Vilhelmina","Samtliga","Pojkar","Total",41
"Vilhelmina","Samtliga","Pojkar","Eligible",41
"Vilhelmina","Samtliga","Pojkar","Ineligible",0
"Vilhelmina","Kommunal","Pojkar","Total",39
"Vilhelmina","Kommunal","Pojkar","Eligible",39
"Vilhelmina","Kommunal","Pojkar","Ineligible",0
"Vilhelmina","Enskild","Pojkar","Total",0
"Vilhelmina","Enskild","Pojkar","Eligible",0
"Vilhelmina","Enskild","Pojkar","Ineligible",0
"Vimmerby","Samtliga","Pojkar","Total",86
"Vimmerby","Samtliga","Pojkar","Eligible",70.004
"Vimmerby","Samtliga","Pojkar","Ineligible",15.996
"Vimmerby","Kommunal","Pojkar","Total",86
"Vimmerby","Kommunal","Pojkar","Eligible",70.004
"Vimmerby","Kommunal","Pojkar","Ineligible",15.996
"Vindeln","Samtliga","Pojkar","Total",31
"Vindeln","Samtliga","Pojkar","Eligible",31
"Vindeln","Samtliga","Pojkar","Ineligible",0
"Vindeln","Kommunal","Pojkar","Total",31
"Vindeln","Kommunal","Pojkar","Eligible",31
"Vindeln","Kommunal","Pojkar","Ineligible",0
"Vingåker","Samtliga","Pojkar","Total",56
"Vingåker","Samtliga","Pojkar","Eligible",35
"Vingåker","Samtliga","Pojkar","Ineligible",21
"Vingåker","Kommunal","Pojkar","Total",56
"Vingåker","Kommunal","Pojkar","Eligible",35
"Vingåker","Kommunal","Pojkar","Ineligible",21
"Vårgårda","Samtliga","Pojkar","Total",56
"Vårgårda","Samtliga","Pojkar","Eligible",45.024
"Vårgårda","Samtliga","Pojkar","Ineligible",10.976
"Vårgårda","Kommunal","Pojkar","Total",56
"Vårgårda","Kommunal","Pojkar","Eligible",45.024
"Vårgårda","Kommunal","Pojkar","Ineligible",10.976
"Vänersborg","Samtliga","Pojkar","Total",253
"Vänersborg","Samtliga","Pojkar","Eligible",196.075
"Vänersborg","Samtliga","Pojkar","Ineligible",56.925
"Vänersborg","Kommunal","Pojkar","Total",212
"Vänersborg","Kommunal","Pojkar","Eligible",156.032
"Vänersborg","Kommunal","Pojkar","Ineligible",55.968
"Vänersborg","Enskild","Pojkar","Total",41
"Vänersborg","Enskild","Pojkar","Eligible",41
"Vänersborg","Enskild","Pojkar","Ineligible",0
"Vännäs","Samtliga","Pojkar","Total",51
"Vännäs","Samtliga","Pojkar","Eligible",36.975
"Vännäs","Samtliga","Pojkar","Ineligible",14.025
"Vännäs","Kommunal","Pojkar","Total",51
"Vännäs","Kommunal","Pojkar","Eligible",36.975
"Vännäs","Kommunal","Pojkar","Ineligible",14.025
"Värmdö","Samtliga","Pojkar","Total",259
"Värmdö","Samtliga","Pojkar","Eligible",236.985
"Värmdö","Samtliga","Pojkar","Ineligible",22.015
"Värmdö","Kommunal","Pojkar","Total",242
"Värmdö","Kommunal","Pojkar","Eligible",219.978
"Värmdö","Kommunal","Pojkar","Ineligible",22.022
"Värmdö","Enskild","Pojkar","Total",17
"Värmdö","Enskild","Pojkar","Eligible",17
"Värmdö","Enskild","Pojkar","Ineligible",0
"Värnamo","Samtliga","Pojkar","Total",220
"Värnamo","Samtliga","Pojkar","Eligible",174.9
"Värnamo","Samtliga","Pojkar","Ineligible",45.1
"Värnamo","Kommunal","Pojkar","Total",220
"Värnamo","Kommunal","Pojkar","Eligible",174.9
"Värnamo","Kommunal","Pojkar","Ineligible",45.1
"Västervik","Samtliga","Pojkar","Total",190
"Västervik","Samtliga","Pojkar","Eligible",170.05
"Västervik","Samtliga","Pojkar","Ineligible",19.95
"Västervik","Kommunal","Pojkar","Total",164
"Västervik","Kommunal","Pojkar","Eligible",146.944
"Västervik","Kommunal","Pojkar","Ineligible",17.056
"Västervik","Enskild","Pojkar","Total",26
"Västervik","Enskild","Pojkar","Eligible",26
"Västervik","Enskild","Pojkar","Ineligible",0
"Västerås","Samtliga","Pojkar","Total",890
"Västerås","Samtliga","Pojkar","Eligible",744.93
"Västerås","Samtliga","Pojkar","Ineligible",145.07
"Västerås","Kommunal","Pojkar","Total",616
"Västerås","Kommunal","Pojkar","Eligible",495.264
"Västerås","Kommunal","Pojkar","Ineligible",120.736
"Västerås","Enskild","Pojkar","Total",274
"Västerås","Enskild","Pojkar","Eligible",249.888
"Västerås","Enskild","Pojkar","Ineligible",24.112
"Växjö","Samtliga","Pojkar","Total",551
"Växjö","Samtliga","Pojkar","Eligible",439.147
"Växjö","Samtliga","Pojkar","Ineligible",111.853
"Växjö","Kommunal","Pojkar","Total",445
"Växjö","Kommunal","Pojkar","Eligible",340.87
"Växjö","Kommunal","Pojkar","Ineligible",104.13
"Växjö","Enskild","Pojkar","Total",106
"Växjö","Enskild","Pojkar","Eligible",106
"Växjö","Enskild","Pojkar","Ineligible",0
"Ydre","Samtliga","Pojkar","Total",18
"Ydre","Samtliga","Pojkar","Eligible",18
"Ydre","Samtliga","Pojkar","Ineligible",0
"Ydre","Kommunal","Pojkar","Total",18
"Ydre","Kommunal","Pojkar","Eligible",18
"Ydre","Kommunal","Pojkar","Ineligible",0
"Ystad","Samtliga","Pojkar","Total",192
"Ystad","Samtliga","Pojkar","Eligible",166.08
"Ystad","Samtliga","Pojkar","Ineligible",25.92
"Ystad","Kommunal","Pojkar","Total",154
"Ystad","Kommunal","Pojkar","Eligible",131.054
"Ystad","Kommunal","Pojkar","Ineligible",22.946
"Ystad","Enskild","Pojkar","Total",38
"Ystad","Enskild","Pojkar","Eligible",38
"Ystad","Enskild","Pojkar","Ineligible",0
"Åmål","Samtliga","Pojkar","Total",68
"Åmål","Samtliga","Pojkar","Eligible",56.032
"Åmål","Samtliga","Pojkar","Ineligible",11.968
"Åmål","Kommunal","Pojkar","Total",68
"Åmål","Kommunal","Pojkar","Eligible",56.032
"Åmål","Kommunal","Pojkar","Ineligible",11.968
"Ånge","Samtliga","Pojkar","Total",48
"Ånge","Samtliga","Pojkar","Eligible",36
"Ånge","Samtliga","Pojkar","Ineligible",12
"Ånge","Kommunal","Pojkar","Total",40
"Ånge","Kommunal","Pojkar","Eligible",30
"Ånge","Kommunal","Pojkar","Ineligible",10
"Ånge","Enskild","Pojkar","Total",0
"Ånge","Enskild","Pojkar","Eligible",0
"Ånge","Enskild","Pojkar","Ineligible",0
"Åre","Samtliga","Pojkar","Total",75
"Åre","Samtliga","Pojkar","Eligible",57.975
"Åre","Samtliga","Pojkar","Ineligible",17.025
"Åre","Kommunal","Pojkar","Total",75
"Åre","Kommunal","Pojkar","Eligible",57.975
"Åre","Kommunal","Pojkar","Ineligible",17.025
"Årjäng","Samtliga","Pojkar","Total",60
"Årjäng","Samtliga","Pojkar","Eligible",49.98
"Årjäng","Samtliga","Pojkar","Ineligible",10.02
"Årjäng","Kommunal","Pojkar","Total",60
"Årjäng","Kommunal","Pojkar","Eligible",49.98
"Årjäng","Kommunal","Pojkar","Ineligible",10.02
"Åsele","Samtliga","Pojkar","Total",18
"Åsele","Samtliga","Pojkar","Eligible",18
"Åsele","Samtliga","Pojkar","Ineligible",0
"Åsele","Kommunal","Pojkar","Total",18
"Åsele","Kommunal","Pojkar","Eligible",18
"Åsele","Kommunal","Pojkar","Ineligible",0
"Åstorp","Samtliga","Pojkar","Total",103
"Åstorp","Samtliga","Pojkar","Eligible",80.958
"Åstorp","Samtliga","Pojkar","Ineligible",22.042
"Åstorp","Kommunal","Pojkar","Total",103
"Åstorp","Kommunal","Pojkar","Eligible",80.958
"Åstorp","Kommunal","Pojkar","Ineligible",22.042
"Åtvidaberg","Samtliga","Pojkar","Total",54
"Åtvidaberg","Samtliga","Pojkar","Eligible",42.984
"Åtvidaberg","Samtliga","Pojkar","Ineligible",11.016
"Åtvidaberg","Kommunal","Pojkar","Total",54
"Åtvidaberg","Kommunal","Pojkar","Eligible",42.984
"Åtvidaberg","Kommunal","Pojkar","Ineligible",11.016
"Älmhult","Samtliga","Pojkar","Total",105
"Älmhult","Samtliga","Pojkar","Eligible",74.235
"Älmhult","Samtliga","Pojkar","Ineligible",30.765
"Älmhult","Kommunal","Pojkar","Total",79
"Älmhult","Kommunal","Pojkar","Eligible",56.248
"Älmhult","Kommunal","Pojkar","Ineligible",22.752
"Älmhult","Enskild","Pojkar","Total",26
"Älmhult","Enskild","Pojkar","Eligible",26
"Älmhult","Enskild","Pojkar","Ineligible",0
"Älvdalen","Samtliga","Pojkar","Total",41
"Älvdalen","Samtliga","Pojkar","Eligible",41
"Älvdalen","Samtliga","Pojkar","Ineligible",0
"Älvdalen","Kommunal","Pojkar","Total",41
"Älvdalen","Kommunal","Pojkar","Eligible",41
"Älvdalen","Kommunal","Pojkar","Ineligible",0
"Älvkarleby","Samtliga","Pojkar","Total",56
"Älvkarleby","Samtliga","Pojkar","Eligible",43.008
"Älvkarleby","Samtliga","Pojkar","Ineligible",12.992
"Älvkarleby","Kommunal","Pojkar","Total",42
"Älvkarleby","Kommunal","Pojkar","Eligible",32.004
"Älvkarleby","Kommunal","Pojkar","Ineligible",9.996
"Älvkarleby","Enskild","Pojkar","Total",14
"Älvkarleby","Enskild","Pojkar","Eligible",14
"Älvkarleby","Enskild","Pojkar","Ineligible",0
"Älvsbyn","Samtliga","Pojkar","Total",63
"Älvsbyn","Samtliga","Pojkar","Eligible",63
"Älvsbyn","Samtliga","Pojkar","Ineligible",0
"Älvsbyn","Kommunal","Pojkar","Total",63
"Älvsbyn","Kommunal","Pojkar","Eligible",63
"Älvsbyn","Kommunal","Pojkar","Ineligible",0
"Ängelholm","Samtliga","Pojkar","Total",261
"Ängelholm","Samtliga","Pojkar","Eligible",203.058
"Ängelholm","Samtliga","Pojkar","Ineligible",57.942
"Ängelholm","Kommunal","Pojkar","Total",261
"Ängelholm","Kommunal","Pojkar","Eligible",203.058
"Ängelholm","Kommunal","Pojkar","Ineligible",57.942
"Öckerö","Samtliga","Pojkar","Total",74
"Öckerö","Samtliga","Pojkar","Eligible",74
"Öckerö","Samtliga","Pojkar","Ineligible",0
"Öckerö","Kommunal","Pojkar","Total",74
"Öckerö","Kommunal","Pojkar","Eligible",74
"Öckerö","Kommunal","Pojkar","Ineligible",0
"Ödeshög","Samtliga","Pojkar","Total",28
"Ödeshög","Samtliga","Pojkar","Eligible",28
"Ödeshög","Samtliga","Pojkar","Ineligible",0
"Ödeshög","Kommunal","Pojkar","Total",28
"Ödeshög","Kommunal","Pojkar","Eligible",28
"Ödeshög","Kommunal","Pojkar","Ineligible",0
"Örebro","Samtliga","Pojkar","Total",853
"Örebro","Samtliga","Pojkar","Eligible",686.665
"Örebro","Samtliga","Pojkar","Ineligible",166.335
"Örebro","Kommunal","Pojkar","Total",648
"Örebro","Kommunal","Pojkar","Eligible",498.96
"Örebro","Kommunal","Pojkar","Ineligible",149.04
"Örebro","Enskild","Pojkar","Total",205
"Örebro","Enskild","Pojkar","Eligible",187.985
