"Kommun","Huvudman","Kön","Behörighet","Antal"
"Sotenäs","Kommunal","Flickor","Gymnasieobehöriga",NA
"Staffanstorp","Samtliga","Flickor","Gymnasiebehöriga",0
"Staffanstorp","Samtliga","Flickor","Gymnasieobehöriga",145
"Staffanstorp","Kommunal","Flickor","Gymnasiebehöriga",0
"Staffanstorp","Kommunal","Flickor","Gymnasieobehöriga",145
"Stenungsund","Samtliga","Flickor","Gymnasiebehöriga",23
"Stenungsund","Samtliga","Flickor","Gymnasieobehöriga",142
"Stenungsund","Kommunal","Flickor","Gymnasiebehöriga",22
"Stenungsund","Kommunal","Flickor","Gymnasieobehöriga",132
"Stenungsund","Enskild","Flickor","Gymnasiebehöriga",0
"Stenungsund","Enskild","Flickor","Gymnasieobehöriga",0
"Stockholm","Samtliga","Flickor","Gymnasiebehöriga",491
"Stockholm","Samtliga","Flickor","Gymnasieobehöriga",4319
"Stockholm","Kommunal","Flickor","Gymnasiebehöriga",355
"Stockholm","Kommunal","Flickor","Gymnasieobehöriga",2509
"Stockholm","Enskild","Flickor","Gymnasiebehöriga",136
"Stockholm","Enskild","Flickor","Gymnasieobehöriga",1810
"Storfors","Samtliga","Flickor","Gymnasiebehöriga",0
"Storfors","Samtliga","Flickor","Gymnasieobehöriga",28
"Storfors","Kommunal","Flickor","Gymnasiebehöriga",0
"Storfors","Kommunal","Flickor","Gymnasieobehöriga",16
"Storfors","Enskild","Flickor","Gymnasiebehöriga",NA
"Storfors","Enskild","Flickor","Gymnasieobehöriga",NA
"Storuman","Samtliga","Flickor","Gymnasiebehöriga",0
"Storuman","Samtliga","Flickor","Gymnasieobehöriga",21
"Storuman","Kommunal","Flickor","Gymnasiebehöriga",0
"Storuman","Kommunal","Flickor","Gymnasieobehöriga",21
"Strängnäs","Samtliga","Flickor","Gymnasiebehöriga",25
"Strängnäs","Samtliga","Flickor","Gymnasieobehöriga",196
"Strängnäs","Kommunal","Flickor","Gymnasiebehöriga",22
"Strängnäs","Kommunal","Flickor","Gymnasieobehöriga",92
"Strängnäs","Enskild","Flickor","Gymnasiebehöriga",0
"Strängnäs","Enskild","Flickor","Gymnasieobehöriga",107
"Strömstad","Samtliga","Flickor","Gymnasiebehöriga",12
"Strömstad","Samtliga","Flickor","Gymnasieobehöriga",51
"Strömstad","Kommunal","Flickor","Gymnasiebehöriga",12
"Strömstad","Kommunal","Flickor","Gymnasieobehöriga",51
"Strömsund","Samtliga","Flickor","Gymnasiebehöriga",0
"Strömsund","Samtliga","Flickor","Gymnasieobehöriga",60
"Strömsund","Kommunal","Flickor","Gymnasiebehöriga",0
"Strömsund","Kommunal","Flickor","Gymnasieobehöriga",60
"Sundbyberg","Samtliga","Flickor","Gymnasiebehöriga",24
"Sundbyberg","Samtliga","Flickor","Gymnasieobehöriga",132
"Sundbyberg","Kommunal","Flickor","Gymnasiebehöriga",15
"Sundbyberg","Kommunal","Flickor","Gymnasieobehöriga",62
"Sundbyberg","Enskild","Flickor","Gymnasiebehöriga",0
"Sundbyberg","Enskild","Flickor","Gymnasieobehöriga",79
"Sundsvall","Samtliga","Flickor","Gymnasiebehöriga",86
"Sundsvall","Samtliga","Flickor","Gymnasieobehöriga",485
"Sundsvall","Kommunal","Flickor","Gymnasiebehöriga",82
"Sundsvall","Kommunal","Flickor","Gymnasieobehöriga",316
"Sundsvall","Enskild","Flickor","Gymnasiebehöriga",0
"Sundsvall","Enskild","Flickor","Gymnasieobehöriga",173
"Sunne","Samtliga","Flickor","Gymnasiebehöriga",0
"Sunne","Samtliga","Flickor","Gymnasieobehöriga",68
"Sunne","Kommunal","Flickor","Gymnasiebehöriga",0
"Sunne","Kommunal","Flickor","Gymnasieobehöriga",68
"Surahammar","Samtliga","Flickor","Gymnasiebehöriga",11
"Surahammar","Samtliga","Flickor","Gymnasieobehöriga",48
"Surahammar","Kommunal","Flickor","Gymnasiebehöriga",11
"Surahammar","Kommunal","Flickor","Gymnasieobehöriga",48
"Svalöv","Samtliga","Flickor","Gymnasiebehöriga",11
"Svalöv","Samtliga","Flickor","Gymnasieobehöriga",68
"Svalöv","Kommunal","Flickor","Gymnasiebehöriga",0
"Svalöv","Kommunal","Flickor","Gymnasieobehöriga",52
"Svalöv","Enskild","Flickor","Gymnasiebehöriga",0
"Svalöv","Enskild","Flickor","Gymnasieobehöriga",27
"Svedala","Samtliga","Flickor","Gymnasiebehöriga",11
"Svedala","Samtliga","Flickor","Gymnasieobehöriga",114
"Svedala","Kommunal","Flickor","Gymnasiebehöriga",11
"Svedala","Kommunal","Flickor","Gymnasieobehöriga",114
"Svenljunga","Samtliga","Flickor","Gymnasiebehöriga",18
"Svenljunga","Samtliga","Flickor","Gymnasieobehöriga",36
"Svenljunga","Kommunal","Flickor","Gymnasiebehöriga",18
"Svenljunga","Kommunal","Flickor","Gymnasieobehöriga",36
"Säffle","Samtliga","Flickor","Gymnasiebehöriga",0
"Säffle","Samtliga","Flickor","Gymnasieobehöriga",73
"Säffle","Kommunal","Flickor","Gymnasiebehöriga",0
"Säffle","Kommunal","Flickor","Gymnasieobehöriga",73
"Säter","Samtliga","Flickor","Gymnasiebehöriga",0
"Säter","Samtliga","Flickor","Gymnasieobehöriga",40
"Säter","Kommunal","Flickor","Gymnasiebehöriga",0
"Säter","Kommunal","Flickor","Gymnasieobehöriga",40
"Sävsjö","Samtliga","Flickor","Gymnasiebehöriga",0
"Sävsjö","Samtliga","Flickor","Gymnasieobehöriga",74
"Sävsjö","Kommunal","Flickor","Gymnasiebehöriga",0
"Sävsjö","Kommunal","Flickor","Gymnasieobehöriga",65
"Sävsjö","Enskild","Flickor","Gymnasiebehöriga",NA
"Sävsjö","Enskild","Flickor","Gymnasieobehöriga",NA
"Söderhamn","Samtliga","Flickor","Gymnasiebehöriga",24
"Söderhamn","Samtliga","Flickor","Gymnasieobehöriga",87
"Söderhamn","Kommunal","Flickor","Gymnasiebehöriga",24
"Söderhamn","Kommunal","Flickor","Gymnasieobehöriga",86
"Söderhamn","Enskild","Flickor","Gymnasiebehöriga",NA
"Söderhamn","Enskild","Flickor","Gymnasieobehöriga",NA
"Söderköping","Samtliga","Flickor","Gymnasiebehöriga",0
"Söderköping","Samtliga","Flickor","Gymnasieobehöriga",81
"Söderköping","Kommunal","Flickor","Gymnasiebehöriga",0
"Söderköping","Kommunal","Flickor","Gymnasieobehöriga",71
"Söderköping","Enskild","Flickor","Gymnasiebehöriga",0
"Söderköping","Enskild","Flickor","Gymnasieobehöriga",0
"Södertälje","Samtliga","Flickor","Gymnasiebehöriga",88
"Södertälje","Samtliga","Flickor","Gymnasieobehöriga",473
"Södertälje","Kommunal","Flickor","Gymnasiebehöriga",70
"Södertälje","Kommunal","Flickor","Gymnasieobehöriga",354
"Södertälje","Enskild","Flickor","Gymnasiebehöriga",18
"Södertälje","Enskild","Flickor","Gymnasieobehöriga",119
"Sölvesborg","Samtliga","Flickor","Gymnasiebehöriga",13
"Sölvesborg","Samtliga","Flickor","Gymnasieobehöriga",72
"Sölvesborg","Kommunal","Flickor","Gymnasiebehöriga",13
"Sölvesborg","Kommunal","Flickor","Gymnasieobehöriga",72
"Tanum","Samtliga","Flickor","Gymnasiebehöriga",11
"Tanum","Samtliga","Flickor","Gymnasieobehöriga",52
"Tanum","Kommunal","Flickor","Gymnasiebehöriga",11
"Tanum","Kommunal","Flickor","Gymnasieobehöriga",52
"Tibro","Samtliga","Flickor","Gymnasiebehöriga",0
"Tibro","Samtliga","Flickor","Gymnasieobehöriga",57
"Tibro","Kommunal","Flickor","Gymnasiebehöriga",0
"Tibro","Kommunal","Flickor","Gymnasieobehöriga",57
"Tidaholm","Samtliga","Flickor","Gymnasiebehöriga",0
"Tidaholm","Samtliga","Flickor","Gymnasieobehöriga",69
"Tidaholm","Kommunal","Flickor","Gymnasiebehöriga",0
"Tidaholm","Kommunal","Flickor","Gymnasieobehöriga",69
"Tierp","Samtliga","Flickor","Gymnasiebehöriga",24
"Tierp","Samtliga","Flickor","Gymnasieobehöriga",70
"Tierp","Kommunal","Flickor","Gymnasiebehöriga",24
"Tierp","Kommunal","Flickor","Gymnasieobehöriga",70
"Timrå","Samtliga","Flickor","Gymnasiebehöriga",11
"Timrå","Samtliga","Flickor","Gymnasieobehöriga",108
"Timrå","Kommunal","Flickor","Gymnasiebehöriga",11
"Timrå","Kommunal","Flickor","Gymnasieobehöriga",108
"Tingsryd","Samtliga","Flickor","Gymnasiebehöriga",16
"Tingsryd","Samtliga","Flickor","Gymnasieobehöriga",58
"Tingsryd","Kommunal","Flickor","Gymnasiebehöriga",15
"Tingsryd","Kommunal","Flickor","Gymnasieobehöriga",40
"Tingsryd","Enskild","Flickor","Gymnasiebehöriga",0
"Tingsryd","Enskild","Flickor","Gymnasieobehöriga",19
"Tjörn","Samtliga","Flickor","Gymnasiebehöriga",0
"Tjörn","Samtliga","Flickor","Gymnasieobehöriga",82
"Tjörn","Kommunal","Flickor","Gymnasiebehöriga",0
"Tjörn","Kommunal","Flickor","Gymnasieobehöriga",82
"Tomelilla","Samtliga","Flickor","Gymnasiebehöriga",10
"Tomelilla","Samtliga","Flickor","Gymnasieobehöriga",44
"Tomelilla","Kommunal","Flickor","Gymnasiebehöriga",10
"Tomelilla","Kommunal","Flickor","Gymnasieobehöriga",44
"Torsby","Samtliga","Flickor","Gymnasiebehöriga",12
"Torsby","Samtliga","Flickor","Gymnasieobehöriga",44
"Torsby","Kommunal","Flickor","Gymnasiebehöriga",12
"Torsby","Kommunal","Flickor","Gymnasieobehöriga",44
"Torsås","Samtliga","Flickor","Gymnasiebehöriga",0
"Torsås","Samtliga","Flickor","Gymnasieobehöriga",35
"Torsås","Kommunal","Flickor","Gymnasiebehöriga",0
"Torsås","Kommunal","Flickor","Gymnasieobehöriga",35
"Tranemo","Samtliga","Flickor","Gymnasiebehöriga",0
"Tranemo","Samtliga","Flickor","Gymnasieobehöriga",60
"Tranemo","Kommunal","Flickor","Gymnasiebehöriga",0
"Tranemo","Kommunal","Flickor","Gymnasieobehöriga",60
"Tranås","Samtliga","Flickor","Gymnasiebehöriga",23
"Tranås","Samtliga","Flickor","Gymnasieobehöriga",95
"Tranås","Kommunal","Flickor","Gymnasiebehöriga",23
"Tranås","Kommunal","Flickor","Gymnasieobehöriga",95
"Trelleborg","Samtliga","Flickor","Gymnasiebehöriga",50
"Trelleborg","Samtliga","Flickor","Gymnasieobehöriga",229
"Trelleborg","Kommunal","Flickor","Gymnasiebehöriga",41
"Trelleborg","Kommunal","Flickor","Gymnasieobehöriga",201
"Trelleborg","Enskild","Flickor","Gymnasiebehöriga",0
"Trelleborg","Enskild","Flickor","Gymnasieobehöriga",37
"Trollhättan","Samtliga","Flickor","Gymnasiebehöriga",64
"Trollhättan","Samtliga","Flickor","Gymnasieobehöriga",320
"Trollhättan","Kommunal","Flickor","Gymnasiebehöriga",60
"Trollhättan","Kommunal","Flickor","Gymnasieobehöriga",255
"Trollhättan","Enskild","Flickor","Gymnasiebehöriga",0
"Trollhättan","Enskild","Flickor","Gymnasieobehöriga",69
"Trosa","Samtliga","Flickor","Gymnasiebehöriga",0
"Trosa","Samtliga","Flickor","Gymnasieobehöriga",66
"Trosa","Kommunal","Flickor","Gymnasiebehöriga",0
"Trosa","Kommunal","Flickor","Gymnasieobehöriga",66
"Tyresö","Samtliga","Flickor","Gymnasiebehöriga",43
"Tyresö","Samtliga","Flickor","Gymnasieobehöriga",270
"Tyresö","Kommunal","Flickor","Gymnasiebehöriga",40
"Tyresö","Kommunal","Flickor","Gymnasieobehöriga",194
"Tyresö","Enskild","Flickor","Gymnasiebehöriga",0
"Tyresö","Enskild","Flickor","Gymnasieobehöriga",79
"Täby","Samtliga","Flickor","Gymnasiebehöriga",36
"Täby","Samtliga","Flickor","Gymnasieobehöriga",545
"Täby","Kommunal","Flickor","Gymnasiebehöriga",13
"Täby","Kommunal","Flickor","Gymnasieobehöriga",222
"Täby","Enskild","Flickor","Gymnasiebehöriga",23
"Täby","Enskild","Flickor","Gymnasieobehöriga",323
"Töreboda","Samtliga","Flickor","Gymnasiebehöriga",11
"Töreboda","Samtliga","Flickor","Gymnasieobehöriga",37
"Töreboda","Kommunal","Flickor","Gymnasiebehöriga",11
"Töreboda","Kommunal","Flickor","Gymnasieobehöriga",37
"Uddevalla","Samtliga","Flickor","Gymnasiebehöriga",60
"Uddevalla","Samtliga","Flickor","Gymnasieobehöriga",255
"Uddevalla","Kommunal","Flickor","Gymnasiebehöriga",55
"Uddevalla","Kommunal","Flickor","Gymnasieobehöriga",210
"Uddevalla","Enskild","Flickor","Gymnasiebehöriga",0
"Uddevalla","Enskild","Flickor","Gymnasieobehöriga",50
"Ulricehamn","Samtliga","Flickor","Gymnasiebehöriga",23
"Ulricehamn","Samtliga","Flickor","Gymnasieobehöriga",117
"Ulricehamn","Kommunal","Flickor","Gymnasiebehöriga",23
"Ulricehamn","Kommunal","Flickor","Gymnasieobehöriga",117
"Umeå","Samtliga","Flickor","Gymnasiebehöriga",66
"Umeå","Samtliga","Flickor","Gymnasieobehöriga",576
"Umeå","Kommunal","Flickor","Gymnasiebehöriga",49
"Umeå","Kommunal","Flickor","Gymnasieobehöriga",415
"Umeå","Enskild","Flickor","Gymnasiebehöriga",17
"Umeå","Enskild","Flickor","Gymnasieobehöriga",161
"Upplands Väsby","Samtliga","Flickor","Gymnasiebehöriga",24
"Upplands Väsby","Samtliga","Flickor","Gymnasieobehöriga",196
"Upplands Väsby","Kommunal","Flickor","Gymnasiebehöriga",16
"Upplands Väsby","Kommunal","Flickor","Gymnasieobehöriga",108
"Upplands Väsby","Enskild","Flickor","Gymnasiebehöriga",0
"Upplands Väsby","Enskild","Flickor","Gymnasieobehöriga",96
"Upplands-Bro","Samtliga","Flickor","Gymnasiebehöriga",20
"Upplands-Bro","Samtliga","Flickor","Gymnasieobehöriga",151
"Upplands-Bro","Kommunal","Flickor","Gymnasiebehöriga",20
"Upplands-Bro","Kommunal","Flickor","Gymnasieobehöriga",145
"Upplands-Bro","Enskild","Flickor","Gymnasiebehöriga",NA
"Upplands-Bro","Enskild","Flickor","Gymnasieobehöriga",NA
"Uppsala","Samtliga","Flickor","Gymnasiebehöriga",137
"Uppsala","Samtliga","Flickor","Gymnasieobehöriga",1041
"Uppsala","Kommunal","Flickor","Gymnasiebehöriga",107
"Uppsala","Kommunal","Flickor","Gymnasieobehöriga",609
"Uppsala","Enskild","Flickor","Gymnasiebehöriga",30
"Uppsala","Enskild","Flickor","Gymnasieobehöriga",432
"Uppvidinge","Samtliga","Flickor","Gymnasiebehöriga",12
"Uppvidinge","Samtliga","Flickor","Gymnasieobehöriga",49
"Uppvidinge","Kommunal","Flickor","Gymnasiebehöriga",12
"Uppvidinge","Kommunal","Flickor","Gymnasieobehöriga",49
"Vadstena","Samtliga","Flickor","Gymnasiebehöriga",NA
"Vadstena","Samtliga","Flickor","Gymnasieobehöriga",NA
"Vadstena","Kommunal","Flickor","Gymnasiebehöriga",NA
"Vadstena","Kommunal","Flickor","Gymnasieobehöriga",NA
"Vaggeryd","Samtliga","Flickor","Gymnasiebehöriga",17
"Vaggeryd","Samtliga","Flickor","Gymnasieobehöriga",79
"Vaggeryd","Kommunal","Flickor","Gymnasiebehöriga",17
"Vaggeryd","Kommunal","Flickor","Gymnasieobehöriga",79
"Valdemarsvik","Samtliga","Flickor","Gymnasiebehöriga",0
"Valdemarsvik","Samtliga","Flickor","Gymnasieobehöriga",27
"Valdemarsvik","Kommunal","Flickor","Gymnasiebehöriga",0
"Valdemarsvik","Kommunal","Flickor","Gymnasieobehöriga",27
"Vallentuna","Samtliga","Flickor","Gymnasiebehöriga",21
"Vallentuna","Samtliga","Flickor","Gymnasieobehöriga",167
"Vallentuna","Kommunal","Flickor","Gymnasiebehöriga",15
"Vallentuna","Kommunal","Flickor","Gymnasieobehöriga",114
"Vallentuna","Enskild","Flickor","Gymnasiebehöriga",0
"Vallentuna","Enskild","Flickor","Gymnasieobehöriga",59
"Vansbro","Samtliga","Flickor","Gymnasiebehöriga",0
"Vansbro","Samtliga","Flickor","Gymnasieobehöriga",26
"Vansbro","Kommunal","Flickor","Gymnasiebehöriga",0
"Vansbro","Kommunal","Flickor","Gymnasieobehöriga",26
"Vara","Samtliga","Flickor","Gymnasiebehöriga",16
"Vara","Samtliga","Flickor","Gymnasieobehöriga",75
"Vara","Kommunal","Flickor","Gymnasiebehöriga",16
"Vara","Kommunal","Flickor","Gymnasieobehöriga",75
"Varberg","Samtliga","Flickor","Gymnasiebehöriga",37
"Varberg","Samtliga","Flickor","Gymnasieobehöriga",317
"Varberg","Kommunal","Flickor","Gymnasiebehöriga",33
"Varberg","Kommunal","Flickor","Gymnasieobehöriga",293
"Varberg","Enskild","Flickor","Gymnasiebehöriga",0
"Varberg","Enskild","Flickor","Gymnasieobehöriga",28
"Vaxholm","Samtliga","Flickor","Gymnasiebehöriga",0
"Vaxholm","Samtliga","Flickor","Gymnasieobehöriga",63
"Vaxholm","Kommunal","Flickor","Gymnasiebehöriga",0
"Vaxholm","Kommunal","Flickor","Gymnasieobehöriga",63
"Vellinge","Samtliga","Flickor","Gymnasiebehöriga",15
"Vellinge","Samtliga","Flickor","Gymnasieobehöriga",249
"Vellinge","Kommunal","Flickor","Gymnasiebehöriga",10
"Vellinge","Kommunal","Flickor","Gymnasieobehöriga",167
"Vellinge","Enskild","Flickor","Gymnasiebehöriga",0
"Vellinge","Enskild","Flickor","Gymnasieobehöriga",87
"Vetlanda","Samtliga","Flickor","Gymnasiebehöriga",22
"Vetlanda","Samtliga","Flickor","Gymnasieobehöriga",112
"Vetlanda","Kommunal","Flickor","Gymnasiebehöriga",21
"Vetlanda","Kommunal","Flickor","Gymnasieobehöriga",107
"Vetlanda","Enskild","Flickor","Gymnasiebehöriga",0
"Vetlanda","Enskild","Flickor","Gymnasieobehöriga",0
"Vilhelmina","Samtliga","Flickor","Gymnasiebehöriga",0
"Vilhelmina","Samtliga","Flickor","Gymnasieobehöriga",39
"Vilhelmina","Kommunal","Flickor","Gymnasiebehöriga",0
"Vilhelmina","Kommunal","Flickor","Gymnasieobehöriga",34
"Vilhelmina","Enskild","Flickor","Gymnasiebehöriga",0
"Vilhelmina","Enskild","Flickor","Gymnasieobehöriga",0
"Vimmerby","Samtliga","Flickor","Gymnasiebehöriga",11
"Vimmerby","Samtliga","Flickor","Gymnasieobehöriga",88
"Vimmerby","Kommunal","Flickor","Gymnasiebehöriga",11
"Vimmerby","Kommunal","Flickor","Gymnasieobehöriga",88
"Vindeln","Samtliga","Flickor","Gymnasiebehöriga",0
"Vindeln","Samtliga","Flickor","Gymnasieobehöriga",22
"Vindeln","Kommunal","Flickor","Gymnasiebehöriga",0
"Vindeln","Kommunal","Flickor","Gymnasieobehöriga",22
"Vingåker","Samtliga","Flickor","Gymnasiebehöriga",18
"Vingåker","Samtliga","Flickor","Gymnasieobehöriga",20
"Vingåker","Kommunal","Flickor","Gymnasiebehöriga",18
"Vingåker","Kommunal","Flickor","Gymnasieobehöriga",20
"Vårgårda","Samtliga","Flickor","Gymnasiebehöriga",12
"Vårgårda","Samtliga","Flickor","Gymnasieobehöriga",40
"Vårgårda","Kommunal","Flickor","Gymnasiebehöriga",12
"Vårgårda","Kommunal","Flickor","Gymnasieobehöriga",40
"Vänersborg","Samtliga","Flickor","Gymnasiebehöriga",47
"Vänersborg","Samtliga","Flickor","Gymnasieobehöriga",168
"Vänersborg","Kommunal","Flickor","Gymnasiebehöriga",45
"Vänersborg","Kommunal","Flickor","Gymnasieobehöriga",136
"Vänersborg","Enskild","Flickor","Gymnasiebehöriga",0
"Vänersborg","Enskild","Flickor","Gymnasieobehöriga",34
"Vännäs","Samtliga","Flickor","Gymnasiebehöriga",0
"Vännäs","Samtliga","Flickor","Gymnasieobehöriga",50
"Vännäs","Kommunal","Flickor","Gymnasiebehöriga",0
"Vännäs","Kommunal","Flickor","Gymnasieobehöriga",50
"Värmdö","Samtliga","Flickor","Gymnasiebehöriga",26
"Värmdö","Samtliga","Flickor","Gymnasieobehöriga",211
"Värmdö","Kommunal","Flickor","Gymnasiebehöriga",25
"Värmdö","Kommunal","Flickor","Gymnasieobehöriga",180
"Värmdö","Enskild","Flickor","Gymnasiebehöriga",0
"Värmdö","Enskild","Flickor","Gymnasieobehöriga",32
"Värnamo","Samtliga","Flickor","Gymnasiebehöriga",43
"Värnamo","Samtliga","Flickor","Gymnasieobehöriga",146
"Värnamo","Kommunal","Flickor","Gymnasiebehöriga",43
"Värnamo","Kommunal","Flickor","Gymnasieobehöriga",146
"Västervik","Samtliga","Flickor","Gymnasiebehöriga",32
"Västervik","Samtliga","Flickor","Gymnasieobehöriga",172
"Västervik","Kommunal","Flickor","Gymnasiebehöriga",20
"Västervik","Kommunal","Flickor","Gymnasieobehöriga",152
"Västervik","Enskild","Flickor","Gymnasiebehöriga",12
"Västervik","Enskild","Flickor","Gymnasieobehöriga",20
"Västerås","Samtliga","Flickor","Gymnasiebehöriga",140
"Västerås","Samtliga","Flickor","Gymnasieobehöriga",700
"Västerås","Kommunal","Flickor","Gymnasiebehöriga",111
"Västerås","Kommunal","Flickor","Gymnasieobehöriga",345
"Västerås","Enskild","Flickor","Gymnasiebehöriga",29
"Västerås","Enskild","Flickor","Gymnasieobehöriga",355
"Växjö","Samtliga","Flickor","Gymnasiebehöriga",75
"Växjö","Samtliga","Flickor","Gymnasieobehöriga",461
"Växjö","Kommunal","Flickor","Gymnasiebehöriga",69
"Växjö","Kommunal","Flickor","Gymnasieobehöriga",368
"Växjö","Enskild","Flickor","Gymnasiebehöriga",0
"Växjö","Enskild","Flickor","Gymnasieobehöriga",99
"Ydre","Samtliga","Flickor","Gymnasiebehöriga",0
"Ydre","Samtliga","Flickor","Gymnasieobehöriga",12
"Ydre","Kommunal","Flickor","Gymnasiebehöriga",0
"Ydre","Kommunal","Flickor","Gymnasieobehöriga",12
"Ystad","Samtliga","Flickor","Gymnasiebehöriga",16
"Ystad","Samtliga","Flickor","Gymnasieobehöriga",184
"Ystad","Kommunal","Flickor","Gymnasiebehöriga",11
"Ystad","Kommunal","Flickor","Gymnasieobehöriga",136
"Ystad","Enskild","Flickor","Gymnasiebehöriga",0
"Ystad","Enskild","Flickor","Gymnasieobehöriga",53
"Åmål","Samtliga","Flickor","Gymnasiebehöriga",11
"Åmål","Samtliga","Flickor","Gymnasieobehöriga",55
"Åmål","Kommunal","Flickor","Gymnasiebehöriga",11
"Åmål","Kommunal","Flickor","Gymnasieobehöriga",55
"Ånge","Samtliga","Flickor","Gymnasiebehöriga",10
"Ånge","Samtliga","Flickor","Gymnasieobehöriga",34
"Ånge","Kommunal","Flickor","Gymnasiebehöriga",10
"Ånge","Kommunal","Flickor","Gymnasieobehöriga",29
"Ånge","Enskild","Flickor","Gymnasiebehöriga",NA
"Ånge","Enskild","Flickor","Gymnasieobehöriga",NA
"Åre","Samtliga","Flickor","Gymnasiebehöriga",0
"Åre","Samtliga","Flickor","Gymnasieobehöriga",52
"Åre","Kommunal","Flickor","Gymnasiebehöriga",0
"Åre","Kommunal","Flickor","Gymnasieobehöriga",52
"Årjäng","Samtliga","Flickor","Gymnasiebehöriga",0
"Årjäng","Samtliga","Flickor","Gymnasieobehöriga",50
"Årjäng","Kommunal","Flickor","Gymnasiebehöriga",0
"Årjäng","Kommunal","Flickor","Gymnasieobehöriga",50
"Åsele","Samtliga","Flickor","Gymnasiebehöriga",0
"Åsele","Samtliga","Flickor","Gymnasieobehöriga",16
"Åsele","Kommunal","Flickor","Gymnasiebehöriga",0
"Åsele","Kommunal","Flickor","Gymnasieobehöriga",16
"Åstorp","Samtliga","Flickor","Gymnasiebehöriga",12
"Åstorp","Samtliga","Flickor","Gymnasieobehöriga",55
"Åstorp","Kommunal","Flickor","Gymnasiebehöriga",12
"Åstorp","Kommunal","Flickor","Gymnasieobehöriga",55
