"Kommun","Huvudman","Kön","Behörighet","Antal"
"Krokom","Samtliga","Flickor","Gymnasiebehöriga",0
"Krokom","Samtliga","Flickor","Gymnasieobehöriga",99
"Krokom","Kommunal","Flickor","Gymnasiebehöriga",0
"Krokom","Kommunal","Flickor","Gymnasieobehöriga",99
"Kumla","Samtliga","Flickor","Gymnasiebehöriga",19
"Kumla","Samtliga","Flickor","Gymnasieobehöriga",90
"Kumla","Kommunal","Flickor","Gymnasiebehöriga",19
"Kumla","Kommunal","Flickor","Gymnasieobehöriga",90
"Kungsbacka","Samtliga","Flickor","Gymnasiebehöriga",49
"Kungsbacka","Samtliga","Flickor","Gymnasieobehöriga",531
"Kungsbacka","Kommunal","Flickor","Gymnasiebehöriga",49
"Kungsbacka","Kommunal","Flickor","Gymnasieobehöriga",471
"Kungsbacka","Enskild","Flickor","Gymnasiebehöriga",NA
"Kungsbacka","Enskild","Flickor","Gymnasieobehöriga",NA
"Kungsör","Samtliga","Flickor","Gymnasiebehöriga",16
"Kungsör","Samtliga","Flickor","Gymnasieobehöriga",31
"Kungsör","Kommunal","Flickor","Gymnasiebehöriga",16
"Kungsör","Kommunal","Flickor","Gymnasieobehöriga",31
"Kungälv","Samtliga","Flickor","Gymnasiebehöriga",35
"Kungälv","Samtliga","Flickor","Gymnasieobehöriga",234
"Kungälv","Kommunal","Flickor","Gymnasiebehöriga",34
"Kungälv","Kommunal","Flickor","Gymnasieobehöriga",194
"Kungälv","Enskild","Flickor","Gymnasiebehöriga",0
"Kungälv","Enskild","Flickor","Gymnasieobehöriga",41
"Kävlinge","Samtliga","Flickor","Gymnasiebehöriga",14
"Kävlinge","Samtliga","Flickor","Gymnasieobehöriga",168
"Kävlinge","Kommunal","Flickor","Gymnasiebehöriga",14
"Kävlinge","Kommunal","Flickor","Gymnasieobehöriga",146
"Kävlinge","Enskild","Flickor","Gymnasiebehöriga",NA
"Kävlinge","Enskild","Flickor","Gymnasieobehöriga",NA
"Köping","Samtliga","Flickor","Gymnasiebehöriga",15
"Köping","Samtliga","Flickor","Gymnasieobehöriga",114
"Köping","Kommunal","Flickor","Gymnasiebehöriga",15
"Köping","Kommunal","Flickor","Gymnasieobehöriga",114
"Laholm","Samtliga","Flickor","Gymnasiebehöriga",22
"Laholm","Samtliga","Flickor","Gymnasieobehöriga",101
"Laholm","Kommunal","Flickor","Gymnasiebehöriga",22
"Laholm","Kommunal","Flickor","Gymnasieobehöriga",101
"Landskrona","Samtliga","Flickor","Gymnasiebehöriga",30
"Landskrona","Samtliga","Flickor","Gymnasieobehöriga",214
"Landskrona","Kommunal","Flickor","Gymnasiebehöriga",24
"Landskrona","Kommunal","Flickor","Gymnasieobehöriga",135
"Landskrona","Enskild","Flickor","Gymnasiebehöriga",0
"Landskrona","Enskild","Flickor","Gymnasieobehöriga",85
"Laxå","Samtliga","Flickor","Gymnasiebehöriga",0
"Laxå","Samtliga","Flickor","Gymnasieobehöriga",22
"Laxå","Kommunal","Flickor","Gymnasiebehöriga",0
"Laxå","Kommunal","Flickor","Gymnasieobehöriga",22
"Lekeberg","Samtliga","Flickor","Gymnasiebehöriga",10
"Lekeberg","Samtliga","Flickor","Gymnasieobehöriga",30
"Lekeberg","Kommunal","Flickor","Gymnasiebehöriga",10
"Lekeberg","Kommunal","Flickor","Gymnasieobehöriga",30
"Leksand","Samtliga","Flickor","Gymnasiebehöriga",16
"Leksand","Samtliga","Flickor","Gymnasieobehöriga",71
"Leksand","Kommunal","Flickor","Gymnasiebehöriga",15
"Leksand","Kommunal","Flickor","Gymnasieobehöriga",62
"Leksand","Enskild","Flickor","Gymnasiebehöriga",0
"Leksand","Enskild","Flickor","Gymnasieobehöriga",0
"Lerum","Samtliga","Flickor","Gymnasiebehöriga",21
"Lerum","Samtliga","Flickor","Gymnasieobehöriga",230
"Lerum","Kommunal","Flickor","Gymnasiebehöriga",21
"Lerum","Kommunal","Flickor","Gymnasieobehöriga",217
"Lerum","Enskild","Flickor","Gymnasiebehöriga",NA
"Lerum","Enskild","Flickor","Gymnasieobehöriga",NA
"Lessebo","Samtliga","Flickor","Gymnasiebehöriga",0
"Lessebo","Samtliga","Flickor","Gymnasieobehöriga",44
"Lessebo","Kommunal","Flickor","Gymnasiebehöriga",0
"Lessebo","Kommunal","Flickor","Gymnasieobehöriga",44
"Lidingö","Samtliga","Flickor","Gymnasiebehöriga",0
"Lidingö","Samtliga","Flickor","Gymnasieobehöriga",273
"Lidingö","Kommunal","Flickor","Gymnasiebehöriga",0
"Lidingö","Kommunal","Flickor","Gymnasieobehöriga",192
"Lidingö","Enskild","Flickor","Gymnasiebehöriga",0
"Lidingö","Enskild","Flickor","Gymnasieobehöriga",81
"Lidköping","Samtliga","Flickor","Gymnasiebehöriga",25
"Lidköping","Samtliga","Flickor","Gymnasieobehöriga",214
"Lidköping","Kommunal","Flickor","Gymnasiebehöriga",23
"Lidköping","Kommunal","Flickor","Gymnasieobehöriga",197
"Lidköping","Enskild","Flickor","Gymnasiebehöriga",0
"Lidköping","Enskild","Flickor","Gymnasieobehöriga",19
"Lilla Edet","Samtliga","Flickor","Gymnasiebehöriga",18
"Lilla Edet","Samtliga","Flickor","Gymnasieobehöriga",44
"Lilla Edet","Kommunal","Flickor","Gymnasiebehöriga",18
"Lilla Edet","Kommunal","Flickor","Gymnasieobehöriga",40
"Lilla Edet","Enskild","Flickor","Gymnasiebehöriga",NA
"Lilla Edet","Enskild","Flickor","Gymnasieobehöriga",NA
"Lindesberg","Samtliga","Flickor","Gymnasiebehöriga",43
"Lindesberg","Samtliga","Flickor","Gymnasieobehöriga",96
"Lindesberg","Kommunal","Flickor","Gymnasiebehöriga",43
"Lindesberg","Kommunal","Flickor","Gymnasieobehöriga",96
"Linköping","Samtliga","Flickor","Gymnasiebehöriga",135
"Linköping","Samtliga","Flickor","Gymnasieobehöriga",737
"Linköping","Kommunal","Flickor","Gymnasiebehöriga",114
"Linköping","Kommunal","Flickor","Gymnasieobehöriga",492
"Linköping","Enskild","Flickor","Gymnasiebehöriga",21
"Linköping","Enskild","Flickor","Gymnasieobehöriga",245
"Ljungby","Samtliga","Flickor","Gymnasiebehöriga",24
"Ljungby","Samtliga","Flickor","Gymnasieobehöriga",137
"Ljungby","Kommunal","Flickor","Gymnasiebehöriga",19
"Ljungby","Kommunal","Flickor","Gymnasieobehöriga",121
"Ljungby","Enskild","Flickor","Gymnasiebehöriga",0
"Ljungby","Enskild","Flickor","Gymnasieobehöriga",21
"Ljusdal","Samtliga","Flickor","Gymnasiebehöriga",21
"Ljusdal","Samtliga","Flickor","Gymnasieobehöriga",95
"Ljusdal","Kommunal","Flickor","Gymnasiebehöriga",19
"Ljusdal","Kommunal","Flickor","Gymnasieobehöriga",81
"Ljusdal","Enskild","Flickor","Gymnasiebehöriga",0
"Ljusdal","Enskild","Flickor","Gymnasieobehöriga",16
"Ljusnarsberg","Samtliga","Flickor","Gymnasiebehöriga",0
"Ljusnarsberg","Samtliga","Flickor","Gymnasieobehöriga",22
"Ljusnarsberg","Kommunal","Flickor","Gymnasiebehöriga",0
"Ljusnarsberg","Kommunal","Flickor","Gymnasieobehöriga",22
"Lomma","Samtliga","Flickor","Gymnasiebehöriga",0
"Lomma","Samtliga","Flickor","Gymnasieobehöriga",182
"Lomma","Kommunal","Flickor","Gymnasiebehöriga",0
"Lomma","Kommunal","Flickor","Gymnasieobehöriga",165
"Lomma","Enskild","Flickor","Gymnasiebehöriga",NA
"Lomma","Enskild","Flickor","Gymnasieobehöriga",NA
"Ludvika","Samtliga","Flickor","Gymnasiebehöriga",20
"Ludvika","Samtliga","Flickor","Gymnasieobehöriga",129
"Ludvika","Kommunal","Flickor","Gymnasiebehöriga",20
"Ludvika","Kommunal","Flickor","Gymnasieobehöriga",129
"Luleå","Samtliga","Flickor","Gymnasiebehöriga",43
"Luleå","Samtliga","Flickor","Gymnasieobehöriga",350
"Luleå","Kommunal","Flickor","Gymnasiebehöriga",38
"Luleå","Kommunal","Flickor","Gymnasieobehöriga",288
"Luleå","Enskild","Flickor","Gymnasiebehöriga",0
"Luleå","Enskild","Flickor","Gymnasieobehöriga",67
"Lund","Samtliga","Flickor","Gymnasiebehöriga",55
"Lund","Samtliga","Flickor","Gymnasieobehöriga",654
"Lund","Kommunal","Flickor","Gymnasiebehöriga",45
"Lund","Kommunal","Flickor","Gymnasieobehöriga",483
"Lund","Enskild","Flickor","Gymnasiebehöriga",0
"Lund","Enskild","Flickor","Gymnasieobehöriga",181
"Lycksele","Samtliga","Flickor","Gymnasiebehöriga",0
"Lycksele","Samtliga","Flickor","Gymnasieobehöriga",49
"Lycksele","Kommunal","Flickor","Gymnasiebehöriga",0
"Lycksele","Kommunal","Flickor","Gymnasieobehöriga",49
"Lysekil","Samtliga","Flickor","Gymnasiebehöriga",0
"Lysekil","Samtliga","Flickor","Gymnasieobehöriga",52
"Lysekil","Kommunal","Flickor","Gymnasiebehöriga",0
"Lysekil","Kommunal","Flickor","Gymnasieobehöriga",52
"Malmö","Samtliga","Flickor","Gymnasiebehöriga",267
"Malmö","Samtliga","Flickor","Gymnasieobehöriga",1170
"Malmö","Kommunal","Flickor","Gymnasiebehöriga",244
"Malmö","Kommunal","Flickor","Gymnasieobehöriga",890
"Malmö","Enskild","Flickor","Gymnasiebehöriga",19
"Malmö","Enskild","Flickor","Gymnasieobehöriga",284
"Malung-Sälen","Samtliga","Flickor","Gymnasiebehöriga",0
"Malung-Sälen","Samtliga","Flickor","Gymnasieobehöriga",46
"Malung-Sälen","Kommunal","Flickor","Gymnasiebehöriga",0
"Malung-Sälen","Kommunal","Flickor","Gymnasieobehöriga",46
"Malå","Samtliga","Flickor","Gymnasiebehöriga",0
"Malå","Samtliga","Flickor","Gymnasieobehöriga",18
"Malå","Kommunal","Flickor","Gymnasiebehöriga",0
"Malå","Kommunal","Flickor","Gymnasieobehöriga",18
"Mariestad","Samtliga","Flickor","Gymnasiebehöriga",14
"Mariestad","Samtliga","Flickor","Gymnasieobehöriga",122
"Mariestad","Kommunal","Flickor","Gymnasiebehöriga",13
"Mariestad","Kommunal","Flickor","Gymnasieobehöriga",97
"Mariestad","Enskild","Flickor","Gymnasiebehöriga",0
"Mariestad","Enskild","Flickor","Gymnasieobehöriga",26
"Mark","Samtliga","Flickor","Gymnasiebehöriga",31
"Mark","Samtliga","Flickor","Gymnasieobehöriga",180
"Mark","Kommunal","Flickor","Gymnasiebehöriga",31
"Mark","Kommunal","Flickor","Gymnasieobehöriga",170
"Mark","Enskild","Flickor","Gymnasiebehöriga",NA
"Mark","Enskild","Flickor","Gymnasieobehöriga",NA
"Markaryd","Samtliga","Flickor","Gymnasiebehöriga",0
"Markaryd","Samtliga","Flickor","Gymnasieobehöriga",47
"Markaryd","Kommunal","Flickor","Gymnasiebehöriga",0
"Markaryd","Kommunal","Flickor","Gymnasieobehöriga",47
"Mellerud","Samtliga","Flickor","Gymnasiebehöriga",16
"Mellerud","Samtliga","Flickor","Gymnasieobehöriga",40
"Mellerud","Kommunal","Flickor","Gymnasiebehöriga",16
"Mellerud","Kommunal","Flickor","Gymnasieobehöriga",40
"Mjölby","Samtliga","Flickor","Gymnasiebehöriga",29
"Mjölby","Samtliga","Flickor","Gymnasieobehöriga",104
"Mjölby","Kommunal","Flickor","Gymnasiebehöriga",29
"Mjölby","Kommunal","Flickor","Gymnasieobehöriga",104
"Mora","Samtliga","Flickor","Gymnasiebehöriga",27
"Mora","Samtliga","Flickor","Gymnasieobehöriga",69
"Mora","Kommunal","Flickor","Gymnasiebehöriga",27
"Mora","Kommunal","Flickor","Gymnasieobehöriga",69
"Motala","Samtliga","Flickor","Gymnasiebehöriga",28
"Motala","Samtliga","Flickor","Gymnasieobehöriga",221
"Motala","Kommunal","Flickor","Gymnasiebehöriga",24
"Motala","Kommunal","Flickor","Gymnasieobehöriga",189
"Motala","Enskild","Flickor","Gymnasiebehöriga",0
"Motala","Enskild","Flickor","Gymnasieobehöriga",36
"Mullsjö","Samtliga","Flickor","Gymnasiebehöriga",0
"Mullsjö","Samtliga","Flickor","Gymnasieobehöriga",48
"Mullsjö","Kommunal","Flickor","Gymnasiebehöriga",0
"Mullsjö","Kommunal","Flickor","Gymnasieobehöriga",48
"Munkedal","Samtliga","Flickor","Gymnasiebehöriga",10
"Munkedal","Samtliga","Flickor","Gymnasieobehöriga",48
"Munkedal","Kommunal","Flickor","Gymnasiebehöriga",10
"Munkedal","Kommunal","Flickor","Gymnasieobehöriga",48
"Munkfors","Samtliga","Flickor","Gymnasiebehöriga",0
"Munkfors","Samtliga","Flickor","Gymnasieobehöriga",18
"Munkfors","Kommunal","Flickor","Gymnasiebehöriga",0
"Munkfors","Kommunal","Flickor","Gymnasieobehöriga",18
"Mölndal","Samtliga","Flickor","Gymnasiebehöriga",52
"Mölndal","Samtliga","Flickor","Gymnasieobehöriga",308
"Mölndal","Kommunal","Flickor","Gymnasiebehöriga",46
"Mölndal","Kommunal","Flickor","Gymnasieobehöriga",278
"Mölndal","Enskild","Flickor","Gymnasiebehöriga",0
"Mölndal","Enskild","Flickor","Gymnasieobehöriga",36
"Mönsterås","Samtliga","Flickor","Gymnasiebehöriga",16
"Mönsterås","Samtliga","Flickor","Gymnasieobehöriga",53
"Mönsterås","Kommunal","Flickor","Gymnasiebehöriga",16
"Mönsterås","Kommunal","Flickor","Gymnasieobehöriga",53
"Mörbylånga","Samtliga","Flickor","Gymnasiebehöriga",0
"Mörbylånga","Samtliga","Flickor","Gymnasieobehöriga",85
"Mörbylånga","Kommunal","Flickor","Gymnasiebehöriga",0
"Mörbylånga","Kommunal","Flickor","Gymnasieobehöriga",59
"Mörbylånga","Enskild","Flickor","Gymnasiebehöriga",0
"Mörbylånga","Enskild","Flickor","Gymnasieobehöriga",26
"Nacka","Samtliga","Flickor","Gymnasiebehöriga",33
"Nacka","Samtliga","Flickor","Gymnasieobehöriga",687
"Nacka","Kommunal","Flickor","Gymnasiebehöriga",24
"Nacka","Kommunal","Flickor","Gymnasieobehöriga",422
"Nacka","Enskild","Flickor","Gymnasiebehöriga",0
"Nacka","Enskild","Flickor","Gymnasieobehöriga",274
"Nora","Samtliga","Flickor","Gymnasiebehöriga",0
"Nora","Samtliga","Flickor","Gymnasieobehöriga",48
"Nora","Kommunal","Flickor","Gymnasiebehöriga",0
"Nora","Kommunal","Flickor","Gymnasieobehöriga",48
"Norberg","Samtliga","Flickor","Gymnasiebehöriga",0
"Norberg","Samtliga","Flickor","Gymnasieobehöriga",23
"Norberg","Kommunal","Flickor","Gymnasiebehöriga",0
"Norberg","Kommunal","Flickor","Gymnasieobehöriga",23
"Nordanstig","Samtliga","Flickor","Gymnasiebehöriga",0
"Nordanstig","Samtliga","Flickor","Gymnasieobehöriga",45
"Nordanstig","Kommunal","Flickor","Gymnasiebehöriga",0
"Nordanstig","Kommunal","Flickor","Gymnasieobehöriga",43
"Nordanstig","Enskild","Flickor","Gymnasiebehöriga",NA
"Nordanstig","Enskild","Flickor","Gymnasieobehöriga",NA
"Nordmaling","Samtliga","Flickor","Gymnasiebehöriga",0
"Nordmaling","Samtliga","Flickor","Gymnasieobehöriga",37
"Nordmaling","Kommunal","Flickor","Gymnasiebehöriga",0
"Nordmaling","Kommunal","Flickor","Gymnasieobehöriga",37
"Norrköping","Samtliga","Flickor","Gymnasiebehöriga",134
"Norrköping","Samtliga","Flickor","Gymnasieobehöriga",614
"Norrköping","Kommunal","Flickor","Gymnasiebehöriga",109
"Norrköping","Kommunal","Flickor","Gymnasieobehöriga",395
"Norrköping","Enskild","Flickor","Gymnasiebehöriga",25
"Norrköping","Enskild","Flickor","Gymnasieobehöriga",219
"Norrtälje","Samtliga","Flickor","Gymnasiebehöriga",48
"Norrtälje","Samtliga","Flickor","Gymnasieobehöriga",237
"Norrtälje","Kommunal","Flickor","Gymnasiebehöriga",41
"Norrtälje","Kommunal","Flickor","Gymnasieobehöriga",184
"Norrtälje","Enskild","Flickor","Gymnasiebehöriga",0
"Norrtälje","Enskild","Flickor","Gymnasieobehöriga",60
"Norsjö","Samtliga","Flickor","Gymnasiebehöriga",0
"Norsjö","Samtliga","Flickor","Gymnasieobehöriga",19
"Norsjö","Kommunal","Flickor","Gymnasiebehöriga",0
"Norsjö","Kommunal","Flickor","Gymnasieobehöriga",19
"Nybro","Samtliga","Flickor","Gymnasiebehöriga",21
"Nybro","Samtliga","Flickor","Gymnasieobehöriga",87
"Nybro","Kommunal","Flickor","Gymnasiebehöriga",21
"Nybro","Kommunal","Flickor","Gymnasieobehöriga",87
"Nykvarn","Samtliga","Flickor","Gymnasiebehöriga",0
"Nykvarn","Samtliga","Flickor","Gymnasieobehöriga",69
"Nykvarn","Kommunal","Flickor","Gymnasiebehöriga",0
"Nykvarn","Kommunal","Flickor","Gymnasieobehöriga",69
"Nyköping","Samtliga","Flickor","Gymnasiebehöriga",50
"Nyköping","Samtliga","Flickor","Gymnasieobehöriga",299
"Nyköping","Kommunal","Flickor","Gymnasiebehöriga",46
"Nyköping","Kommunal","Flickor","Gymnasieobehöriga",180
"Nyköping","Enskild","Flickor","Gymnasiebehöriga",0
"Nyköping","Enskild","Flickor","Gymnasieobehöriga",123
"Nynäshamn","Samtliga","Flickor","Gymnasiebehöriga",19
"Nynäshamn","Samtliga","Flickor","Gymnasieobehöriga",115
"Nynäshamn","Kommunal","Flickor","Gymnasiebehöriga",19
"Nynäshamn","Kommunal","Flickor","Gymnasieobehöriga",115
"Nässjö","Samtliga","Flickor","Gymnasiebehöriga",37
"Nässjö","Samtliga","Flickor","Gymnasieobehöriga",123
"Nässjö","Kommunal","Flickor","Gymnasiebehöriga",37
"Nässjö","Kommunal","Flickor","Gymnasieobehöriga",123
"Ockelbo","Samtliga","Flickor","Gymnasiebehöriga",NA
"Ockelbo","Samtliga","Flickor","Gymnasieobehöriga",NA
"Ockelbo","Kommunal","Flickor","Gymnasiebehöriga",NA
"Ockelbo","Kommunal","Flickor","Gymnasieobehöriga",NA
"Olofström","Samtliga","Flickor","Gymnasiebehöriga",0
"Olofström","Samtliga","Flickor","Gymnasieobehöriga",68
"Olofström","Kommunal","Flickor","Gymnasiebehöriga",0
"Olofström","Kommunal","Flickor","Gymnasieobehöriga",68
"Orsa","Samtliga","Flickor","Gymnasiebehöriga",10
"Orsa","Samtliga","Flickor","Gymnasieobehöriga",27
"Orsa","Kommunal","Flickor","Gymnasiebehöriga",10
"Orsa","Kommunal","Flickor","Gymnasieobehöriga",27
"Orust","Samtliga","Flickor","Gymnasiebehöriga",0
"Orust","Samtliga","Flickor","Gymnasieobehöriga",62
"Orust","Kommunal","Flickor","Gymnasiebehöriga",0
"Orust","Kommunal","Flickor","Gymnasieobehöriga",58
"Orust","Enskild","Flickor","Gymnasiebehöriga",0
"Orust","Enskild","Flickor","Gymnasieobehöriga",0
"Osby","Samtliga","Flickor","Gymnasiebehöriga",15
"Osby","Samtliga","Flickor","Gymnasieobehöriga",60
"Osby","Kommunal","Flickor","Gymnasiebehöriga",15
"Osby","Kommunal","Flickor","Gymnasieobehöriga",60
"Oskarshamn","Samtliga","Flickor","Gymnasiebehöriga",18
"Oskarshamn","Samtliga","Flickor","Gymnasieobehöriga",127
"Oskarshamn","Kommunal","Flickor","Gymnasiebehöriga",18
"Oskarshamn","Kommunal","Flickor","Gymnasieobehöriga",127
"Ovanåker","Samtliga","Flickor","Gymnasiebehöriga",0
"Ovanåker","Samtliga","Flickor","Gymnasieobehöriga",51
"Ovanåker","Kommunal","Flickor","Gymnasiebehöriga",0
"Ovanåker","Kommunal","Flickor","Gymnasieobehöriga",51
"Oxelösund","Samtliga","Flickor","Gymnasiebehöriga",15
"Oxelösund","Samtliga","Flickor","Gymnasieobehöriga",46
"Oxelösund","Kommunal","Flickor","Gymnasiebehöriga",15
"Oxelösund","Kommunal","Flickor","Gymnasieobehöriga",46
"Pajala","Samtliga","Flickor","Gymnasiebehöriga",0
"Pajala","Samtliga","Flickor","Gymnasieobehöriga",38
"Pajala","Kommunal","Flickor","Gymnasiebehöriga",0
"Pajala","Kommunal","Flickor","Gymnasieobehöriga",34
"Pajala","Enskild","Flickor","Gymnasiebehöriga",0
"Pajala","Enskild","Flickor","Gymnasieobehöriga",0
"Partille","Samtliga","Flickor","Gymnasiebehöriga",34
"Partille","Samtliga","Flickor","Gymnasieobehöriga",192
"Partille","Kommunal","Flickor","Gymnasiebehöriga",34
"Partille","Kommunal","Flickor","Gymnasieobehöriga",182
"Partille","Enskild","Flickor","Gymnasiebehöriga",NA
"Partille","Enskild","Flickor","Gymnasieobehöriga",NA
"Perstorp","Samtliga","Flickor","Gymnasiebehöriga",0
"Perstorp","Samtliga","Flickor","Gymnasieobehöriga",33
"Perstorp","Kommunal","Flickor","Gymnasiebehöriga",0
"Perstorp","Kommunal","Flickor","Gymnasieobehöriga",33
"Piteå","Samtliga","Flickor","Gymnasiebehöriga",16
"Piteå","Samtliga","Flickor","Gymnasieobehöriga",214
"Piteå","Kommunal","Flickor","Gymnasiebehöriga",16
"Piteå","Kommunal","Flickor","Gymnasieobehöriga",214
"Ragunda","Samtliga","Flickor","Gymnasiebehöriga",0
"Ragunda","Samtliga","Flickor","Gymnasieobehöriga",31
"Ragunda","Kommunal","Flickor","Gymnasiebehöriga",0
"Ragunda","Kommunal","Flickor","Gymnasieobehöriga",31
"Robertsfors","Samtliga","Flickor","Gymnasiebehöriga",NA
"Robertsfors","Samtliga","Flickor","Gymnasieobehöriga",NA
"Robertsfors","Kommunal","Flickor","Gymnasiebehöriga",NA
"Robertsfors","Kommunal","Flickor","Gymnasieobehöriga",NA
"Ronneby","Samtliga","Flickor","Gymnasiebehöriga",32
"Ronneby","Samtliga","Flickor","Gymnasieobehöriga",103
"Ronneby","Kommunal","Flickor","Gymnasiebehöriga",30
"Ronneby","Kommunal","Flickor","Gymnasieobehöriga",97
"Ronneby","Enskild","Flickor","Gymnasiebehöriga",0
"Ronneby","Enskild","Flickor","Gymnasieobehöriga",0
"Rättvik","Samtliga","Flickor","Gymnasiebehöriga",0
"Rättvik","Samtliga","Flickor","Gymnasieobehöriga",52
"Rättvik","Kommunal","Flickor","Gymnasiebehöriga",0
"Rättvik","Kommunal","Flickor","Gymnasieobehöriga",52
"Sala","Samtliga","Flickor","Gymnasiebehöriga",21
"Sala","Samtliga","Flickor","Gymnasieobehöriga",104
"Sala","Kommunal","Flickor","Gymnasiebehöriga",21
"Sala","Kommunal","Flickor","Gymnasieobehöriga",104
"Salem","Samtliga","Flickor","Gymnasiebehöriga",0
"Salem","Samtliga","Flickor","Gymnasieobehöriga",108
"Salem","Kommunal","Flickor","Gymnasiebehöriga",0
"Salem","Kommunal","Flickor","Gymnasieobehöriga",96
"Salem","Enskild","Flickor","Gymnasiebehöriga",0
"Salem","Enskild","Flickor","Gymnasieobehöriga",12
"Sandviken","Samtliga","Flickor","Gymnasiebehöriga",45
"Sandviken","Samtliga","Flickor","Gymnasieobehöriga",155
"Sandviken","Kommunal","Flickor","Gymnasiebehöriga",45
"Sandviken","Kommunal","Flickor","Gymnasieobehöriga",148
"Sandviken","Enskild","Flickor","Gymnasiebehöriga",NA
"Sandviken","Enskild","Flickor","Gymnasieobehöriga",NA
"Sigtuna","Samtliga","Flickor","Gymnasiebehöriga",24
"Sigtuna","Samtliga","Flickor","Gymnasieobehöriga",245
"Sigtuna","Kommunal","Flickor","Gymnasiebehöriga",21
"Sigtuna","Kommunal","Flickor","Gymnasieobehöriga",158
"Sigtuna","Enskild","Flickor","Gymnasiebehöriga",0
"Sigtuna","Enskild","Flickor","Gymnasieobehöriga",90
"Simrishamn","Samtliga","Flickor","Gymnasiebehöriga",26
"Simrishamn","Samtliga","Flickor","Gymnasieobehöriga",83
"Simrishamn","Kommunal","Flickor","Gymnasiebehöriga",24
"Simrishamn","Kommunal","Flickor","Gymnasieobehöriga",56
"Simrishamn","Enskild","Flickor","Gymnasiebehöriga",0
"Simrishamn","Enskild","Flickor","Gymnasieobehöriga",29
"Sjöbo","Samtliga","Flickor","Gymnasiebehöriga",0
"Sjöbo","Samtliga","Flickor","Gymnasieobehöriga",32
"Sjöbo","Kommunal","Flickor","Gymnasiebehöriga",0
"Sjöbo","Kommunal","Flickor","Gymnasieobehöriga",31
"Sjöbo","Enskild","Flickor","Gymnasiebehöriga",NA
"Sjöbo","Enskild","Flickor","Gymnasieobehöriga",NA
"Skara","Samtliga","Flickor","Gymnasiebehöriga",0
"Skara","Samtliga","Flickor","Gymnasieobehöriga",99
"Skara","Kommunal","Flickor","Gymnasiebehöriga",0
"Skara","Kommunal","Flickor","Gymnasieobehöriga",75
"Skara","Enskild","Flickor","Gymnasiebehöriga",0
"Skara","Enskild","Flickor","Gymnasieobehöriga",24
"Skellefteå","Samtliga","Flickor","Gymnasiebehöriga",48
"Skellefteå","Samtliga","Flickor","Gymnasieobehöriga",315
"Skellefteå","Kommunal","Flickor","Gymnasiebehöriga",46
"Skellefteå","Kommunal","Flickor","Gymnasieobehöriga",306
"Skellefteå","Enskild","Flickor","Gymnasiebehöriga",0
"Skellefteå","Enskild","Flickor","Gymnasieobehöriga",11
"Skinnskatteberg","Samtliga","Flickor","Gymnasiebehöriga",0
"Skinnskatteberg","Samtliga","Flickor","Gymnasieobehöriga",23
"Skinnskatteberg","Kommunal","Flickor","Gymnasiebehöriga",0
"Skinnskatteberg","Kommunal","Flickor","Gymnasieobehöriga",23
"Skurup","Samtliga","Flickor","Gymnasiebehöriga",13
"Skurup","Samtliga","Flickor","Gymnasieobehöriga",54
"Skurup","Kommunal","Flickor","Gymnasiebehöriga",13
"Skurup","Kommunal","Flickor","Gymnasieobehöriga",54
"Skövde","Samtliga","Flickor","Gymnasiebehöriga",29
"Skövde","Samtliga","Flickor","Gymnasieobehöriga",235
"Skövde","Kommunal","Flickor","Gymnasiebehöriga",28
"Skövde","Kommunal","Flickor","Gymnasieobehöriga",231
"Skövde","Enskild","Flickor","Gymnasiebehöriga",0
"Skövde","Enskild","Flickor","Gymnasieobehöriga",0
"Smedjebacken","Samtliga","Flickor","Gymnasiebehöriga",0
"Smedjebacken","Samtliga","Flickor","Gymnasieobehöriga",46
"Smedjebacken","Kommunal","Flickor","Gymnasiebehöriga",0
"Smedjebacken","Kommunal","Flickor","Gymnasieobehöriga",46
"Sollefteå","Samtliga","Flickor","Gymnasiebehöriga",27
"Sollefteå","Samtliga","Flickor","Gymnasieobehöriga",77
"Sollefteå","Kommunal","Flickor","Gymnasiebehöriga",27
"Sollefteå","Kommunal","Flickor","Gymnasieobehöriga",77
"Sollentuna","Samtliga","Flickor","Gymnasiebehöriga",41
"Sollentuna","Samtliga","Flickor","Gymnasieobehöriga",423
"Sollentuna","Kommunal","Flickor","Gymnasiebehöriga",29
"Sollentuna","Kommunal","Flickor","Gymnasieobehöriga",321
"Sollentuna","Enskild","Flickor","Gymnasiebehöriga",12
"Sollentuna","Enskild","Flickor","Gymnasieobehöriga",102
"Solna","Samtliga","Flickor","Gymnasiebehöriga",28
"Solna","Samtliga","Flickor","Gymnasieobehöriga",206
"Solna","Kommunal","Flickor","Gymnasiebehöriga",13
"Solna","Kommunal","Flickor","Gymnasieobehöriga",139
"Solna","Enskild","Flickor","Gymnasiebehöriga",15
"Solna","Enskild","Flickor","Gymnasieobehöriga",67
"Sorsele","Samtliga","Flickor","Gymnasiebehöriga",0
"Sorsele","Samtliga","Flickor","Gymnasieobehöriga",12
"Sorsele","Kommunal","Flickor","Gymnasiebehöriga",0
"Sorsele","Kommunal","Flickor","Gymnasieobehöriga",12
"Sotenäs","Samtliga","Flickor","Gymnasiebehöriga",NA
"Sotenäs","Samtliga","Flickor","Gymnasieobehöriga",NA
"Sotenäs","Kommunal","Flickor","Gymnasiebehöriga",NA
